country,cause,DALYs,pct_of_total_DALYs,DALYs_per_100K
Argentina,Neoplasms,1658000.02,0.14018987,3745.546064
Belarus,Unintentional injuries,280768.2189,0.075740002,2958.245144
Mauritania,Cardiovascular diseases,92122.56665,0.074979816,2353.715204
Mauritania,Musculoskeletal disorders,44213.99413,0.035842481,1129.659691
Dem. Rep. Congo,Nutritional deficiencies,1735281.992,0.039167289,2145.378077
Netherlands,Transport injuries,56485.39847,0.01229942,331.6993064
Netherlands,Unintentional injuries,184278.5916,0.040032599,1082.139503
Chad,Chronic respiratory diseases,124640.4309,0.011489873,818.8131015
Chad,Digestive diseases,194049.6608,0.017871331,1274.790238
Turkey,Cardiovascular diseases,2955833.297,0.15682245,3673.811818
Paraguay,Self-harm and interpersonal violence,67985.79351,0.042154957,980.8696829
Bosnia and Herz.,Digestive diseases,39329.63137,0.033769663,1157.012674
Bosnia and Herz.,Skin and subcutaneous diseases,15758.81726,0.01345968,463.5983265
Somalia,Self-harm and interpersonal violence,540209.2196,0.055299527,3200.218325
Mali,HIV/AIDS and sexually transmitted infections,619512.6465,0.04429274,3058.758751
Mali,Respiratory infections and tuberculosis,1017232.669,0.072631005,5022.446831
Mali,Enteric infections,1463975.914,0.104591535,7228.180352
Mali,Other infectious diseases,927652.22,0.066251036,4580.155646
Mali,Maternal and neonatal disorders,2538949.822,0.181173441,12535.71663
Egypt,Neglected tropical diseases and malaria,94249.80313,0.003465051,97.68437699
Turkmenistan,Self-harm and interpersonal violence,36474.36874,0.023466766,732.8757304
Peru,Digestive diseases,311571.9455,0.044462304,937.9156765
Czechia,Chronic respiratory diseases,137707.7563,0.040549138,1300.021207
Czechia,Digestive diseases,142890.8698,0.042035083,1348.952057
Brunei,Self-harm and interpersonal violence,1781.903975,0.018486268,412.0478559
France,Cardiovascular diseases,2148332.81,0.129175677,3269.286003
Somalia,HIV/AIDS and sexually transmitted infections,360236.4922,0.036648278,2134.053589
Somalia,Respiratory infections and tuberculosis,1444710.748,0.146427805,8558.517037
Somalia,Enteric infections,822491.7495,0.083345041,4872.469911
Somalia,Other infectious diseases,1573793.724,0.159619978,9323.209102
Somalia,Maternal and neonatal disorders,1271425.39,0.128838747,7531.968513
Tanzania,Nutritional deficiencies,1039118.437,0.045719964,1925.251184
Egypt,Skin and subcutaneous diseases,442828.3616,0.016269341,458.9655487
Poland,Nutritional deficiencies,41017.22708,0.0032436,106.8350016
Eq. Guinea,Skin and subcutaneous diseases,8583.537193,0.01713753,638.1665343
Eq. Guinea,HIV/AIDS and sexually transmitted infections,111828.4171,0.223153593,8314.189333
Eq. Guinea,Respiratory infections and tuberculosis,28713.70371,0.056797157,2134.798787
Eq. Guinea,Enteric infections,16260.41178,0.032235548,1208.924759
Eq. Guinea,Other infectious diseases,13686.35659,0.027122968,1017.54959
Eq. Guinea,Maternal and neonatal disorders,49083.98884,0.096925539,3649.283313
Botswana,Chronic respiratory diseases,25788.50627,0.033167309,1130.161294
Marshall Islands,Skin and subcutaneous diseases,373.967644,0.017525873,664.115328
Marshall Islands,HIV/AIDS and sexually transmitted infections,187.3127952,0.008819439,332.6418752
Marshall Islands,Respiratory infections and tuberculosis,1160.607174,0.054542825,2061.079418
Marshall Islands,Enteric infections,247.3480618,0.011608853,439.2562881
Marshall Islands,Other infectious diseases,497.915324,0.023424169,884.2294353
Marshall Islands,Maternal and neonatal disorders,1310.245097,0.061571255,2326.815878
Tanzania,Transport injuries,353952.812,0.015623454,655.794418
Tanzania,Unintentional injuries,780100.3134,0.034377652,1445.349249
United Kingdom,Nutritional deficiencies,91582.26716,0.0049419,137.4376209
United Kingdom,Neurological disorders,1595836.24,0.08657203,2394.873407
Vanuatu,Digestive diseases,4828.005501,0.043195977,1678.910811
Vanuatu,Neurological disorders,3142.386863,0.028287384,1092.746741
Sao Tome and Principe,Digestive diseases,3864.459793,0.066398707,1930.241957
Sao Tome and Principe,Sense organ diseases,1358.059916,0.023225696,678.3313501
Armenia,Other non-communicable diseases,49030.49308,0.053683548,1619.647992
United Arab Emirates,Skin and subcutaneous diseases,45105.0908,0.020124482,463.3719579
United Arab Emirates,HIV/AIDS and sexually transmitted infections,10893.53559,0.004895733,111.9110687
United Arab Emirates,Respiratory infections and tuberculosis,31017.13575,0.013886477,318.6440969
United Arab Emirates,Enteric infections,14650.58673,0.00653762,150.5078682
Czechia,Sense organ diseases,114858.957,0.033565905,1084.318588
Turkmenistan,Neoplasms,111696.9484,0.071885255,2244.315267
Turkmenistan,Mental disorders,63451.15791,0.040641551,1274.917574
Bahrain,Digestive diseases,9284.905117,0.034044956,631.4660948
Mali,Substance use disorders,43657.543,0.003129791,215.5531327
Mali,Diabetes and kidney diseases,211236.3394,0.015134564,1042.950463
N. Mariana Is.,Mental disorders,670.4824493,0.054881768,1494.006326
Paraguay,Nutritional deficiencies,38634.52945,0.02380813,557.4023144
Uganda,Nutritional deficiencies,577748.1582,0.034676477,1478.434203
Bulgaria,HIV/AIDS and sexually transmitted infections,4140.385279,0.001408821,58.7093881
Bulgaria,Respiratory infections and tuberculosis,44357.95734,0.015110405,628.9821737
Bulgaria,Enteric infections,6347.588969,0.002151944,90.00685665
Bulgaria,Other infectious diseases,7069.281148,0.00240685,100.2402295
Bulgaria,Maternal and neonatal disorders,41464.64636,0.014129608,587.9559151
France,Musculoskeletal disorders,1833070.841,0.109385689,2789.527217
France,Other non-communicable diseases,686439.5351,0.041060312,1044.60871
Latvia,Transport injuries,14387.49101,0.018058174,739.554266
Latvia,Unintentional injuries,55890.95443,0.070051676,2872.939677
Lithuania,Cardiovascular diseases,343133.8108,0.293364791,12049.73
Lithuania,Chronic respiratory diseases,27717.81249,0.023675757,973.3583403
Poland,Self-harm and interpersonal violence,320398.6841,0.025556713,834.5223795
Cote d'Ivoire,Cardiovascular diseases,729540.4534,0.05811505,2922.220288
Cote d'Ivoire,Musculoskeletal disorders,262448.9905,0.020853415,1051.25598
Japan,Neurological disorders,3143146.852,0.089542141,2448.634382
Japan,Mental disorders,2144179.95,0.060801205,1670.400078
Singapore,Cardiovascular diseases,135040.2048,0.14163662,2425.081573
Singapore,Musculoskeletal disorders,120938.7802,0.125570451,2171.845101
Georgia,Nutritional deficiencies,12469.04527,0.008641656,337.7935028
Georgia,Neurological disorders,71066.08292,0.049464314,1925.220461
Uganda,Sense organ diseases,165484.8249,0.00993213,423.4689834
Uganda,Substance use disorders,97711.83427,0.005876213,250.0406376
Uganda,Diabetes and kidney diseases,296700.9485,0.017850927,759.2457442
Singapore,Other non-communicable diseases,46163.9906,0.048028232,829.0230533
Colombia,Musculoskeletal disorders,806090.1025,0.073145468,1592.869621
Romania,Transport injuries,156635.6184,0.020715999,805.997246
Romania,Unintentional injuries,510655.0717,0.067363694,2627.669145
Burundi,Chronic respiratory diseases,90035.58018,0.016278778,825.6044692
Albania,Musculoskeletal disorders,64614.21204,0.083680037,2335.879913
Albania,Other non-communicable diseases,36977.25085,0.048020367,1336.771195
Gabon,Substance use disorders,7485.414513,0.011962311,439.6151661
Gabon,Diabetes and kidney diseases,31120.30657,0.049731315,1827.682184
Luxembourg,Self-harm and interpersonal violence,3013.357283,0.020238591,510.2657793
Eq. Guinea,Substance use disorders,4773.616806,0.009529866,354.9075893
Eq. Guinea,Diabetes and kidney diseases,15788.38169,0.031375538,1173.830391
Gabon,Neoplasms,35662.04419,0.057100271,2094.416475
Norway,Sense organ diseases,35081.0731,0.026384296,666.5378619
Norway,Substance use disorders,35728.33938,0.027066399,678.8358747
Norway,Diabetes and kidney diseases,55404.34505,0.041784919,1052.678565
Serbia,Neglected tropical diseases and malaria,2972.112167,0.000903132,33.49199022
Tanzania,Neoplasms,956193.2376,0.042249044,1771.609566
Turkey,Sense organ diseases,562660.4229,0.029607836,699.3318986
Turkey,Transport injuries,539531.6401,0.0286061,670.5850826
Afghanistan,Digestive diseases,352478.8589,0.021617344,1072.839334
Afghanistan,Neurological disorders,406610.1493,0.024946501,1237.598655
Afghanistan,Sense organ diseases,146720.8251,0.00898898,446.5739386
Tunisia,Transport injuries,167253.9199,0.061198622,1461.730829
Tunisia,Unintentional injuries,111674.0235,0.040776328,975.9852744
Burundi,Nutritional deficiencies,269764.2966,0.048630084,2473.67328
Yemen,Neoplasms,383418.8429,0.032256527,1259.209948
Portugal,HIV/AIDS and sexually transmitted infections,35255.98525,0.011194398,330.0593274
Algeria,Neoplasms,613768.0614,0.06635161,1516.836299
Tonga,Neoplasms,3344.141299,0.114451158,3251.852222
Argentina,Cardiovascular diseases,1874055.648,0.158387277,4233.631889
Czechia,Nutritional deficiencies,9983.765774,0.002920099,94.251098
Finland,Skin and subcutaneous diseases,44622.07978,0.027663995,808.6672493
United Arab Emirates,Cardiovascular diseases,267695.4547,0.119959054,2750.079088
Turkey,Neglected tropical diseases and malaria,10008.88915,0.000527848,12.44007071
Guyana,Neurological disorders,10478.9158,0.040499338,1411.677615
Guyana,Sense organ diseases,4820.14248,0.018586266,649.3503116
Luxembourg,Neoplasms,26370.11584,0.177151659,4465.374147
Luxembourg,Mental disorders,11646.00482,0.07760046,1972.072068
Kuwait,Other infectious diseases,2887.290549,0.004019062,67.7417887
Kuwait,Maternal and neonatal disorders,32907.38492,0.046011941,772.0750919
Kuwait,Substance use disorders,37308.12667,0.051858749,875.3255659
Kuwait,Diabetes and kidney diseases,38344.94864,0.053183152,899.6515468
France,Other infectious diseases,42414.33841,0.002547858,64.5452149
France,Maternal and neonatal disorders,248527.6009,0.014956706,378.2038812
Ecuador,Mental disorders,266955.2848,0.065933611,1599.857704
Ecuador,Unintentional injuries,204609.9804,0.050722565,1226.223537
U.S. Virgin Is.,Substance use disorders,933.3362528,0.023845614,889.2952472
U.S. Virgin Is.,Diabetes and kidney diseases,3750.816595,0.09581358,3573.828147
Zambia,Sense organ diseases,79105.88135,0.009987124,455.5717613
Zambia,Diabetes and kidney diseases,174584.3789,0.022089523,1005.433624
South Korea,Skin and subcutaneous diseases,288299.2909,0.024162521,547.3613691
South Korea,Sense organ diseases,420022.8193,0.035182053,797.4499858
Armenia,HIV/AIDS and sexually transmitted infections,2157.501341,0.002366149,71.26978531
Armenia,Respiratory infections and tuberculosis,20320.70623,0.022332499,671.2637172
Armenia,Enteric infections,3908.104372,0.004271086,129.0983019
Armenia,Other infectious diseases,2888.984065,0.003165977,95.4332079
Armenia,Maternal and neonatal disorders,22363.83437,0.024587468,738.7553573
American Samoa,Transport injuries,318.4569988,0.02042726,572.4475599
American Samoa,Unintentional injuries,769.4030119,0.049370587,1383.052903
Belize,Cardiovascular diseases,10225.01328,0.100132537,2588.883372
Belize,Musculoskeletal disorders,5149.965929,0.050136585,1303.926048
Ghana,Self-harm and interpersonal violence,147216.7077,0.012272477,487.387141
Guinea,Neglected tropical diseases and malaria,925624.3119,0.134691714,7831.009633
Belize,HIV/AIDS and sexually transmitted infections,4588.156253,0.044942579,1161.680783
Belize,Respiratory infections and tuberculosis,4673.883892,0.04571499,1183.386266
Belize,Enteric infections,1217.545244,0.011879333,308.2717401
Belize,Other infectious diseases,697.8202118,0.006816916,176.6819361
Belize,Maternal and neonatal disorders,7650.651647,0.074802526,1937.077663
Peru,Neglected tropical diseases and malaria,65320.82306,0.00928118,196.6333132
Burundi,Skin and subcutaneous diseases,68524.66247,0.012379402,628.3545624
Burundi,Sense organ diseases,45880.90775,0.008286696,420.7168146
Burundi,Maternal and neonatal disorders,753085.4235,0.135744736,6905.610983
Iran,Cardiovascular diseases,3214110.635,0.158305373,3911.246945
Iran,Musculoskeletal disorders,1818242.805,0.088747239,2212.617244
Kuwait,Skin and subcutaneous diseases,21017.74765,0.029086143,493.1196899
Kuwait,HIV/AIDS and sexually transmitted infections,1335.819747,0.001856953,31.34108519
Kuwait,Respiratory infections and tuberculosis,17429.38388,0.024339357,408.9292783
Kuwait,Enteric infections,6389.975894,0.008839325,149.922008
Lesotho,Enteric infections,71209.54335,0.054307018,3656.312322
Lesotho,Other infectious diseases,17672.5733,0.01348427,907.4127496
Lesotho,Maternal and neonatal disorders,89433.30771,0.068326653,4592.026427
Lesotho,Substance use disorders,10942.49921,0.008351389,561.8515833
Lesotho,Diabetes and kidney diseases,53163.6812,0.040561007,2729.73275
Haiti,Neglected tropical diseases and malaria,46003.49541,0.008900781,389.0413216
Dominica,Mental disorders,1118.088205,0.047728542,1621.989973
Moldova,HIV/AIDS and sexually transmitted infections,10017.1755,0.006928683,269.1471964
Moldova,Respiratory infections and tuberculosis,48933.12049,0.033858134,1314.763047
Moldova,Enteric infections,2545.60088,0.001753398,68.39665929
U.S. Virgin Is.,Other infectious diseases,141.6487942,0.00362127,134.9648629
U.S. Virgin Is.,Maternal and neonatal disorders,860.9379091,0.022057715,820.3131384
Senegal,Skin and subcutaneous diseases,85823.95243,0.0160458,584.3120543
Senegal,HIV/AIDS and sexually transmitted infections,146442.934,0.027475346,997.0220341
Senegal,Respiratory infections and tuberculosis,592948.3679,0.111113959,4036.948534
Senegal,Enteric infections,486660.9502,0.091090239,3313.315823
Senegal,Other infectious diseases,238858.663,0.044725083,1626.212638
Senegal,Maternal and neonatal disorders,831176.6278,0.155469594,5658.869221
Andorra,Nutritional deficiencies,65.17491466,0.00334317,81.50328062
Andorra,Neurological disorders,1713.67007,0.088286017,2142.998319
Guyana,Transport injuries,6897.884443,0.026716568,929.2553967
Guyana,Unintentional injuries,12402.74342,0.04800653,1670.847976
Niger,Self-harm and interpersonal violence,126913.4482,0.009706708,593.7208542
Estonia,Chronic respiratory diseases,11258.60359,0.025087764,856.4650103
Estonia,Digestive diseases,20625.46863,0.045899189,1569.021599
The Gambia,Neoplasms,34138.72705,0.040971505,1600.87101
Uganda,HIV/AIDS and sexually transmitted infections,2215047.519,0.133314808,5668.217142
Uganda,Respiratory infections and tuberculosis,1501884.976,0.090370379,3843.262997
Uganda,Enteric infections,858451.8241,0.051614773,2196.743547
Uganda,Other infectious diseases,825944.4078,0.049667393,2113.558382
Uganda,Maternal and neonatal disorders,2603229.94,0.156436686,6661.560278
Turkey,Digestive diseases,569076.3751,0.030050064,707.3062998
Nigeria,Unintentional injuries,3158953.652,0.026850049,1532.818247
Nigeria,Self-harm and interpersonal violence,1189459.69,0.010121613,577.1612114
Ecuador,Self-harm and interpersonal violence,209088.8596,0.05194473,1253.06537
N. Mariana Is.,Neoplasms,1546.094096,0.127281543,3445.092951
Hungary,HIV/AIDS and sexually transmitted infections,3612.117669,0.001001336,37.1335709
Hungary,Respiratory infections and tuberculosis,28054.66644,0.007785301,288.4097476
Hungary,Enteric infections,17605.53039,0.004866271,180.9897326
Hungary,Other infectious diseases,5602.57437,0.001554348,57.59601752
Hungary,Maternal and neonatal disorders,55685.71037,0.015473665,572.4645383
Hungary,Substance use disorders,52508.72857,0.014546034,539.8042848
Hungary,Diabetes and kidney diseases,154911.6624,0.04288396,1592.53483
Botswana,Digestive diseases,18038.52623,0.023181945,790.5244269
Bahrain,Transport injuries,8615.932772,0.031717184,585.9693073
Bahrain,Unintentional injuries,10115.81671,0.037059378,687.9763651
Kiribati,Unintentional injuries,1511.425043,0.028160563,1278.262796
Slovakia,HIV/AIDS and sexually transmitted infections,1302.419511,0.00074862,24.03338265
Slovakia,Respiratory infections and tuberculosis,35501.7258,0.020509745,655.1088596
Slovakia,Enteric infections,5361.677157,0.00307651,98.93835099
Slovakia,Other infectious diseases,3425.56011,0.001975788,63.21142781
Slovakia,Maternal and neonatal disorders,28818.68516,0.01665029,531.7875552
Slovakia,Substance use disorders,31863.10823,0.018340018,587.9659093
Romania,Neurological disorders,414059.7725,0.054721053,2130.620352
Romania,Mental disorders,282013.1984,0.037179829,1451.150534
Croatia,Self-harm and interpersonal violence,28738.21066,0.019994579,672.160888
United Kingdom,Mental disorders,1303030.886,0.070393588,1955.460053
Belgium,Cardiovascular diseases,456348.0827,0.143313831,4031.553314
Belgium,Chronic respiratory diseases,165332.2929,0.05189027,1460.608642
Sao Tome and Principe,Chronic respiratory diseases,2903.25395,0.049933224,1450.133495
Bosnia and Herz.,Sense organ diseases,41689.41931,0.035589846,1226.43373
Bosnia and Herz.,Substance use disorders,18090.00603,0.015497235,532.1780428
Bosnia and Herz.,Diabetes and kidney diseases,89227.89949,0.076550671,2624.937152
Lesotho,Cardiovascular diseases,95828.24844,0.073137852,4920.379897
Puerto Rico,Digestive diseases,41925.6824,0.037232421,1143.672334
Djibouti,Neoplasms,24778.766,0.065939135,2226.103284
Tanzania,Self-harm and interpersonal violence,340115.7812,0.015027231,630.1575329
Bulgaria,Musculoskeletal disorders,175456.0337,0.05944289,2487.91252
Bulgaria,Other non-communicable diseases,88137.44787,0.029899892,1249.761866
Papua New Guinea,Unintentional injuries,269853.5366,0.055579666,2924.432971
Eq. Guinea,Digestive diseases,11614.70453,0.022999123,863.5269553
Eq. Guinea,Neurological disorders,16786.4074,0.033516913,1248.031341
Marshall Islands,Neglected tropical diseases and malaria,74.85335929,0.003504839,132.9293163
Lithuania,Other non-communicable diseases,36365.412,0.030944177,1277.033571
Lithuania,Skin and subcutaneous diseases,14268.07271,0.01212907,501.0477495
Cote d'Ivoire,HIV/AIDS and sexually transmitted infections,1168443.332,0.092817057,4680.273442
Cote d'Ivoire,Respiratory infections and tuberculosis,1371784.751,0.109081961,5494.770321
Cote d'Ivoire,Enteric infections,1050364.073,0.083510993,4207.299525
Cote d'Ivoire,Other infectious diseases,458821.4603,0.036454842,1837.838291
Cote d'Ivoire,Maternal and neonatal disorders,1965044.766,0.156177994,7871.110719
Cote d'Ivoire,Substance use disorders,84267.974,0.006704727,337.5406835
Cote d'Ivoire,Diabetes and kidney diseases,274683.2755,0.02185554,1100.261181
Uganda,Digestive diseases,375602.3324,0.022614983,961.1511991
Uganda,Skin and subcutaneous diseases,246489.9837,0.014796,630.7579131
American Samoa,Neglected tropical diseases and malaria,46.39285647,0.002969841,83.39423402
American Samoa,Cardiovascular diseases,2775.434037,0.178198315,4989.026612
Azerbaijan,Self-harm and interpersonal violence,51382.8937,0.01594761,502.5211768
Jordan,Sense organ diseases,52270.04371,0.025200622,490.8693676
Jordan,Substance use disorders,76082.01993,0.036856522,714.4882682
Jordan,Diabetes and kidney diseases,125136.0104,0.060644372,1175.155595
Jordan,Digestive diseases,54430.42158,0.026354119,511.1575335
Jordan,Skin and subcutaneous diseases,53885.79877,0.025985567,506.0429662
Zambia,Cardiovascular diseases,329740.8489,0.041762914,1898.981678
Zambia,Musculoskeletal disorders,133692.73,0.016890369,769.9381065
Eq. Guinea,Unintentional injuries,13390.87646,0.02656691,995.5813122
Austria,Neglected tropical diseases and malaria,60.32125773,2.51E-05,0.686004745
Dominica,Unintentional injuries,920.3148359,0.039401212,1335.083788
Dominica,Self-harm and interpersonal violence,615.1420457,0.026383853,892.37524
Nigeria,Nutritional deficiencies,4989879.232,0.042434246,2421.237782
Nigeria,Neurological disorders,2863877.571,0.024379038,1389.638557
Kiribati,Nutritional deficiencies,2065.677785,0.03844533,1747.012909
Kiribati,Neurological disorders,1393.212349,0.025962253,1178.28636
Fiji,Neoplasms,22399.64732,0.068712656,2469.808168
United Arab Emirates,Other infectious diseases,17965.39894,0.008050163,184.5614748
United Arab Emirates,Maternal and neonatal disorders,61678.33567,0.02773181,633.6316069
United Arab Emirates,Substance use disorders,214219.7798,0.095821738,2200.714754
United Arab Emirates,Diabetes and kidney diseases,139879.0191,0.062503612,1436.999988
Latvia,Digestive diseases,33451.45921,0.04199113,1719.49156
Botswana,Neoplasms,39976.69301,0.051453954,1751.947578
Eritrea,Neurological disorders,70366.87077,0.026250995,1200.937357
Eritrea,Mental disorders,81153.43291,0.030282076,1385.029463
Dominican Rep.,Neglected tropical diseases and malaria,16185.87569,0.005198311,154.8628333
Dominican Rep.,Transport injuries,163602.6131,0.052708223,1565.313158
Netherlands,Skin and subcutaneous diseases,136039.3012,0.029500996,798.8638312
Ukraine,Unintentional injuries,1272250.193,0.059939885,2846.892538
Bahrain,Mental disorders,29353.88525,0.107262678,1996.35678
Bangladesh,Neurological disorders,1918694.626,0.041669251,1222.246387
Bangladesh,Sense organ diseases,1330089.531,0.028817283,847.2933117
Czechia,Self-harm and interpersonal violence,69036.31447,0.020343704,651.7328819
Hungary,Neglected tropical diseases and malaria,3482.146344,0.000963708,35.79742965
Peru,Self-harm and interpersonal violence,134090.0435,0.019155279,403.6472337
Dem. Rep. Congo,Self-harm and interpersonal violence,703737.2277,0.015930966,870.0501861
Eq. Guinea,Neglected tropical diseases and malaria,71009.76316,0.140630957,5279.414935
Moldova,Other infectious diseases,5113.446863,0.003532501,137.3910127
Moldova,Maternal and neonatal disorders,39771.75609,0.027494909,1068.610273
Russia,Nutritional deficiencies,252545.1121,0.004104405,172.7514476
Estonia,Neurological disorders,31145.03089,0.069248472,2369.266223
Estonia,Sense organ diseases,12671.8606,0.028066012,963.974362
Portugal,Respiratory infections and tuberculosis,94619.6602,0.030129471,885.8099179
Portugal,Enteric infections,4155.75359,0.00131854,38.90531564
Portugal,Other infectious diseases,7527.817161,0.002391407,70.47388552
Portugal,Maternal and neonatal disorders,30883.6247,0.009834208,289.1261816
Bhutan,Musculoskeletal disorders,16010.57703,0.068731183,1672.279678
Bhutan,Other non-communicable diseases,13125.13613,0.056451011,1370.899898
Romania,Nutritional deficiencies,72926.83756,0.009594848,375.2583916
Romania,Digestive diseases,453533.6436,0.060043642,2333.740381
South Korea,Neglected tropical diseases and malaria,42984.26014,0.003600585,81.60936991
Burundi,Transport injuries,136891.0229,0.024744103,1255.257534
Burundi,Unintentional injuries,162359.4735,0.029313486,1488.797059
Uzbekistan,Neurological disorders,448101.2766,0.047442588,1390.026163
Uzbekistan,Mental disorders,413971.0727,0.043781114,1284.153051
Afghanistan,Transport injuries,558026.0004,0.034259864,1698.462836
Afghanistan,Unintentional injuries,815572.9406,0.05001981,2482.358043
Afghanistan,Substance use disorders,288390.5869,0.017712782,877.7739636
Afghanistan,Diabetes and kidney diseases,484034.3564,0.029700734,1473.254589
Bangladesh,Neoplasms,2815394.99,0.061391319,1793.462236
Iran,Chronic respiratory diseases,593550.2716,0.029159254,722.2905339
Czechia,Transport injuries,76126.88822,0.022351723,718.670987
Australia,Transport injuries,139823.5143,0.023830686,583.9829514
Australia,Unintentional injuries,442504.9963,0.075122451,1848.153904
Turkey,Musculoskeletal disorders,1913461.444,0.100714021,2378.24551
Turkey,Other non-communicable diseases,1223896.194,0.064696053,1521.183318
Croatia,Sense organ diseases,51277.33951,0.035394233,1199.330831
Lesotho,Mental disorders,34619.48718,0.026414346,1777.565922
Grenada,Mental disorders,1807.559769,0.051293699,1630.214792
Bulgaria,Neurological disorders,161720.5448,0.054976229,2293.147518
Bulgaria,Mental disorders,107196.0918,0.036350327,1520.007568
Sweden,Mental disorders,212776.997,0.081025504,2118.238641
Sweden,Transport injuries,35214.3652,0.013455021,350.5662273
Hungary,Neurological disorders,204300.466,0.056625805,2100.265421
Hungary,Sense organ diseases,111991.4815,0.030908193,1151.303474
Malta,Neurological disorders,9961.491792,0.08150056,2292.779272
Malta,Mental disorders,8100.255178,0.066031142,1864.389146
Tanzania,Digestive diseases,575010.9122,0.025383084,1065.365025
Kazakhstan,Sense organ diseases,137733.2339,0.024430492,769.2731398
Kazakhstan,Transport injuries,179053.9514,0.031950592,1000.059256
Kiribati,Mental disorders,1448.77146,0.026981887,1225.274562
Kiribati,Transport injuries,894.4914093,0.016668328,756.5013526
Albania,Cardiovascular diseases,209562.9718,0.272792574,7575.948399
Serbia,Sense organ diseases,98174.53822,0.029771863,1106.304368
Vanuatu,Mental disorders,3463.541632,0.031214228,1204.426442
Vanuatu,Transport injuries,3549.823217,0.031766321,1234.430361
Bulgaria,Substance use disorders,28483.91979,0.009670555,403.8932101
Bulgaria,Diabetes and kidney diseases,119790.56,0.040699805,1698.593248
Croatia,Neoplasms,271177.6539,0.188753724,6342.601312
Costa Rica,Self-harm and interpersonal violence,45907.21164,0.046189295,986.4597735
Barbados,Sense organ diseases,2707.636264,0.030775583,915.1011533
Barbados,Substance use disorders,1273.523332,0.014527458,430.4133036
Moldova,Musculoskeletal disorders,83589.08877,0.057491549,2245.91941
Moldova,Other non-communicable diseases,57900.58916,0.039909758,1555.706121
Afghanistan,Neglected tropical diseases and malaria,254469.8541,0.015593176,774.529484
Grenada,Substance use disorders,586.8770904,0.01669038,529.2968624
Grenada,Diabetes and kidney diseases,4030.23308,0.114760749,3634.815123
Guyana,Neoplasms,17660.66962,0.068436949,2379.174759
Bermuda,Chronic respiratory diseases,643.2894232,0.038286184,976.3662855
Azerbaijan,Neoplasms,323908.4133,0.10061491,3167.80207
Guinea,Transport injuries,120529.0764,0.01756944,1019.705669
Guinea,Unintentional injuries,221640.3946,0.032272411,1875.132322
Dem. Rep. Congo,Unintentional injuries,1442875.23,0.032583036,1783.867349
Sao Tome and Principe,Neglected tropical diseases and malaria,1334.483215,0.022841479,666.5551279
Estonia,Cardiovascular diseases,114606.1098,0.255515386,8718.321254
Australia,Neurological disorders,449072.6239,0.076565011,1875.584072
Australia,Mental disorders,555027.4935,0.094254073,2318.112196
Czechia,Unintentional injuries,298725.6728,0.087451909,2820.100481
Gabon,Neglected tropical diseases and malaria,53190.53371,0.085041758,3123.857105
Gabon,Cardiovascular diseases,51762.98944,0.082882143,3040.018046
Uganda,Neglected tropical diseases and malaria,1905385.647,0.114565109,4875.804917
eSwatini,Mental disorders,16416.26468,0.028452169,1459.956028
Zambia,Chronic respiratory diseases,117136.1578,0.01482328,674.5885998
Uruguay,HIV/AIDS and sexually transmitted infections,10271.54931,0.01010985,300.2032655
Belgium,Other non-communicable diseases,140543.9718,0.043884036,1241.619143
Belgium,Skin and subcutaneous diseases,82567.25392,0.025742989,729.4306665
Botswana,Self-harm and interpersonal violence,21019.54881,0.02705478,921.1654301
Lesotho,Neglected tropical diseases and malaria,3549.04224,0.00270725,182.2284804
Estonia,Musculoskeletal disorders,31674.02961,0.070198663,2409.508237
Estonia,Other non-communicable diseases,14866.55573,0.03297322,1130.929311
Australia,Self-harm and interpersonal violence,164869.5917,0.028200565,688.5896929
New Zealand,Neglected tropical diseases and malaria,655.9382796,0.000563001,14.74557043
Mali,Neoplasms,354425.5007,0.025406936,1749.927315
Bermuda,Neglected tropical diseases and malaria,7.310865837,0.000432558,11.09622304
Bermuda,Cardiovascular diseases,3053.229129,0.182154255,4634.103835
Bermuda,Other non-communicable diseases,709.9904909,0.042127248,1077.603258
Jordan,Unintentional injuries,80039.20367,0.038797479,751.6502857
Afghanistan,Self-harm and interpersonal violence,675788.1223,0.041504767,2056.895217
Norway,HIV/AIDS and sexually transmitted infections,1938.753548,0.001464814,36.83617775
Norway,Respiratory infections and tuberculosis,23616.84992,0.01790152,448.7184473
Bangladesh,Self-harm and interpersonal violence,709757.1706,0.015473471,452.1293413
Japan,Transport injuries,549132.9407,0.015616122,427.796047
Japan,Unintentional injuries,2148876.088,0.060986971,1674.058553
Denmark,Neoplasms,333281.9898,0.207612819,5814.128014
Denmark,Mental disorders,106085.341,0.065588326,1850.666319
Egypt,Transport injuries,1616937.902,0.059767551,1675.861025
Egypt,Unintentional injuries,850050.6633,0.031358456,881.0275109
Papua New Guinea,Musculoskeletal disorders,125275.18,0.025805447,1357.621143
Switzerland,Digestive diseases,61622.61811,0.029856683,717.118498
Switzerland,Sense organ diseases,67694.0288,0.032550812,787.7730894
Egypt,Cardiovascular diseases,6052480.199,0.223832713,6273.039708
Egypt,Chronic respiratory diseases,1102163.208,0.040688589,1142.327334
Netherlands,Sense organ diseases,117447.4172,0.025441551,689.6866778
Netherlands,Substance use disorders,57966.86304,0.012621006,340.3989134
Netherlands,Diabetes and kidney diseases,216149.3841,0.046948446,1269.294414
Bangladesh,Skin and subcutaneous diseases,842080.1079,0.018253243,536.4216668
