country,cause,DALYs,pct_of_total_DALYs,DALYs_per_100K
Chad,Unintentional injuries,349333.0879,0.032108318,2294.909501
Angola,Cardiovascular diseases,604409.9946,0.046202305,2143.123162
Suriname,Skin and subcutaneous diseases,4221.812394,0.022601624,737.4819339
Suriname,Sense organ diseases,4290.464099,0.022942958,749.4742698
Romania,HIV/AIDS and sexually transmitted infections,14585.93596,0.001930016,75.05460336
Romania,Respiratory infections and tuberculosis,217706.8054,0.028853489,1120.250218
Romania,Enteric infections,23077.40498,0.003041117,118.7490116
Romania,Other infectious diseases,21857.93363,0.002892477,112.4739985
Romania,Maternal and neonatal disorders,127881.4448,0.016939692,658.0373823
Angola,Self-harm and interpersonal violence,193003.8426,0.014751125,684.3550061
Central African Rep.,Transport injuries,228904.0204,0.055281904,4951.936817
Central African Rep.,Unintentional injuries,111373.2448,0.026859499,2409.364722
Ecuador,Sense organ diseases,138879.8332,0.034253967,832.3040737
Ecuador,Transport injuries,238583.7486,0.059252297,1429.827652
Kiribati,Cardiovascular diseases,8891.604598,0.165820635,7519.9279
Kiribati,Musculoskeletal disorders,1599.704205,0.02978169,1352.923441
Brazil,Diabetes and kidney diseases,2956222.27,0.048874035,1395.677487
Paraguay,Neoplasms,145910.6864,0.090489636,2105.136401
Andorra,Neglected tropical diseases and malaria,0.394264821,2.03E-05,0.493040559
Mongolia,Self-harm and interpersonal violence,43918.30475,0.040417144,1350.739985
Rwanda,HIV/AIDS and sexually transmitted infections,207785.3392,0.046941683,1655.109807
Rwanda,Respiratory infections and tuberculosis,556170.9497,0.125369674,4430.168156
Seychelles,Nutritional deficiencies,203.0725768,0.006864397,201.2469725
United States of America,Sense organ diseases,2280152.187,0.022559468,701.9329634
United States of America,Transport injuries,2817177.991,0.028049026,867.2535573
Oman,Digestive diseases,22818.88508,0.025575244,503.0823371
Oman,Neurological disorders,56655.59622,0.063457868,1249.071971
Saudi Arabia,Mental disorders,650693.3837,0.093441802,1889.131256
Saudi Arabia,Transport injuries,657235.8339,0.094963056,1908.125682
Seychelles,Neoplasms,4204.664009,0.143075913,4166.864455
Seychelles,Mental disorders,1425.893873,0.048247454,1413.075214
Panama,Neurological disorders,53506.01534,0.060681137,1364.572209
Panama,Mental disorders,54789.04381,0.061998518,1397.293483
New Zealand,Nutritional deficiencies,2199.105559,0.001880761,49.43615415
Brazil,Neglected tropical diseases and malaria,531635.2388,0.008773406,250.9930805
Mongolia,Digestive diseases,68331.96236,0.062860728,2101.600103
Mongolia,Neurological disorders,40730.45315,0.037377555,1252.695248
Peru,Maternal and neonatal disorders,495191.1268,0.070767988,1490.658987
Peru,Substance use disorders,127207.1065,0.018112481,382.927735
Peru,Diabetes and kidney diseases,339792.4178,0.048426761,1022.866918
The Gambia,Cardiovascular diseases,65953.22926,0.079135526,3092.751894
The Gambia,Musculoskeletal disorders,21766.65923,0.026047382,1020.706299
Sao Tome and Principe,Unintentional injuries,2330.679382,0.040010616,1164.140752
Saudi Arabia,Nutritional deficiencies,32328.39935,0.004638469,93.85770809
Saudi Arabia,Digestive diseases,210438.6282,0.030288413,610.9577873
Saudi Arabia,Neurological disorders,477686.7796,0.06864112,1386.84832
Mauritius,Neurological disorders,20319.05675,0.050430071,1597.269492
Mauritius,Mental disorders,20325.029,0.050324308,1597.738967
Benin,Sense organ diseases,65250.51452,0.011623016,563.2181287
Benin,Substance use disorders,33418.07998,0.005965339,288.4524147
Benin,Diabetes and kidney diseases,119730.5069,0.021351497,1033.469123
Qatar,Digestive diseases,15562.83982,0.03469651,566.475397
Qatar,Neurological disorders,32795.61652,0.072971341,1193.735212
Saint Vincent and the Grenadines,Nutritional deficiencies,702.8861017,0.018546148,615.9635127
Saint Vincent and the Grenadines,Neurological disorders,1887.715505,0.049919043,1654.270685
Luxembourg,Skin and subcutaneous diseases,4556.659027,0.030337385,771.6002289
Luxembourg,Sense organ diseases,4103.15376,0.027298379,694.8060765
Luxembourg,Other infectious diseases,466.5183386,0.003128327,78.99771625
Malta,Skin and subcutaneous diseases,3229.970817,0.026331838,743.4238059
Malta,Sense organ diseases,3722.393436,0.030289382,856.7618878
U.S. Virgin Is.,Mental disorders,1819.414717,0.046410325,1733.562642
Malawi,Musculoskeletal disorders,149573.6964,0.0180562,870.0588225
Malawi,Other non-communicable diseases,491300.7237,0.05929816,2857.858965
Papua New Guinea,Substance use disorders,29541.99968,0.006088947,320.1499561
Papua New Guinea,Diabetes and kidney diseases,247274.3548,0.050957798,2679.739852
Samoa,Neoplasms,3339.627543,0.066850882,1678.893375
Solomon Islands,Neoplasms,12614.91561,0.056001901,1978.479076
Solomon Islands,Mental disorders,7661.797966,0.033937828,1201.649494
Andorra,Musculoskeletal disorders,2657.173464,0.136259676,3322.878988
Andorra,Other non-communicable diseases,736.9902365,0.037870474,921.62947
Netherlands,Self-harm and interpersonal violence,89505.8833,0.019567777,525.6055584
Andorra,Enteric infections,34.61797214,0.001780288,43.29086295
Andorra,Other infectious diseases,45.56572625,0.002352634,56.98137377
Andorra,Maternal and neonatal disorders,257.2623533,0.013305766,321.7146641
Andorra,Substance use disorders,398.3075885,0.020533869,498.0961667
Andorra,Diabetes and kidney diseases,685.3769237,0.035204677,857.0853991
Syria,HIV/AIDS and sexually transmitted infections,4429.951148,0.000685746,24.43276064
Syria,Respiratory infections and tuberculosis,90352.69438,0.013992671,498.3273361
Syria,Enteric infections,32763.41925,0.005062327,180.7019431
Syria,Other infectious diseases,68122.69978,0.010556839,375.720987
Syria,Maternal and neonatal disorders,144176.0771,0.022362689,795.1824896
American Samoa,Neoplasms,1682.943568,0.10809466,3025.202594
Federated States of Micronesia,Nutritional deficiencies,797.498651,0.02198176,767.3693367
Federated States of Micronesia,Neurological disorders,1132.375663,0.031290454,1089.594773
Barbados,Neoplasms,14318.83991,0.164015836,4839.345333
Brazil,Cardiovascular diseases,8477770.142,0.140491299,4002.4842
Brazil,Chronic respiratory diseases,2146048.225,0.035523315,1013.182001
Brazil,Musculoskeletal disorders,4596403.279,0.075635916,2170.031882
Bermuda,Mental disorders,1185.330859,0.070268799,1799.061272
Bermuda,Transport injuries,326.2042381,0.019444385,495.1034616
Bermuda,Unintentional injuries,500.692038,0.029742467,759.9360532
Bolivia,Unintentional injuries,161904.4702,0.049954031,1402.62102
The Gambia,Sense organ diseases,11914.63662,0.014242793,558.71434
Romania,Neoplasms,1191380.455,0.1579739,6130.466206
Sao Tome and Principe,Neurological disorders,2674.891072,0.0458427,1336.069529
Sao Tome and Principe,Mental disorders,2565.104414,0.04392485,1281.232676
Mozambique,Cardiovascular diseases,825537.4695,0.048809614,2748.557057
Malawi,Cardiovascular diseases,368710.4952,0.044644109,2144.760924
Cote d'Ivoire,Neglected tropical diseases and malaria,1257925.737,0.099907664,5038.700858
Netherlands,Musculoskeletal disorders,575477.4589,0.1247134,3379.37731
Netherlands,Other non-communicable diseases,203140.6303,0.044128668,1192.903086
Bahrain,Musculoskeletal disorders,33205.24691,0.121182522,2258.287761
Bahrain,Other non-communicable diseases,18387.17243,0.067450704,1250.510998
Turkmenistan,Sense organ diseases,34866.5367,0.022299582,700.569727
Congo,Sense organ diseases,32741.73302,0.01472082,666.4207343
Suriname,Neoplasms,17235.51,0.092714415,3010.763166
Paraguay,Respiratory infections and tuberculosis,51185.21333,0.031704209,738.4781639
Paraguay,Enteric infections,23784.09823,0.014687178,343.1467029
Paraguay,Other infectious diseases,11828.10006,0.007324272,170.6507221
Paraguay,Maternal and neonatal disorders,68446.53881,0.042439502,987.5171171
Paraguay,Substance use disorders,35625.51964,0.022021026,513.9896197
Paraguay,Diabetes and kidney diseases,123979.4152,0.076722313,1788.721487
Senegal,Unintentional injuries,211272.3745,0.039578794,1438.397926
Singapore,Self-harm and interpersonal violence,24133.10225,0.025333316,433.3875355
Peru,Chronic respiratory diseases,240229.2304,0.034265097,723.1548424
Peru,Other non-communicable diseases,436673.6656,0.062191709,1314.50563
Tajikistan,Skin and subcutaneous diseases,40555.61396,0.013896236,438.7370713
Tajikistan,Other infectious diseases,49639.62057,0.017082414,537.0092971
Tajikistan,Maternal and neonatal disorders,360253.9558,0.123772994,3897.284495
Mauritius,Sense organ diseases,14074.21044,0.034764455,1106.365675
Senegal,Chronic respiratory diseases,120859.2687,0.022693207,822.8417073
Andorra,Digestive diseases,738.277036,0.03811014,923.2386533
Senegal,Digestive diseases,153225.1081,0.028739134,1043.19686
The Gambia,Transport injuries,16722.22635,0.020048892,784.1571642
Benin,Cardiovascular diseases,242681.9078,0.043330621,2094.739804
Benin,Chronic respiratory diseases,93480.33777,0.016692323,806.8874443
Congo,Chronic respiratory diseases,50646.47252,0.02283171,1030.851341
Congo,Digestive diseases,65033.54474,0.029302288,1323.683832
Iran,Neurological disorders,1630661.591,0.079788173,1984.349915
Iran,Mental disorders,1927869.621,0.094186916,2346.02197
Togo,Digestive diseases,79090.38947,0.024258633,1052.289397
Iran,Nutritional deficiencies,164938.2075,0.008054929,200.7130847
Iran,Digestive diseases,527326.0991,0.025854768,641.7024267
Greece,Self-harm and interpersonal violence,27241.62045,0.008629505,261.8802758
The Gambia,Digestive diseases,23388.59932,0.028034152,1096.764111
Federated States of Micronesia,Unintentional injuries,1523.221716,0.042103817,1465.674753
Federated States of Micronesia,Self-harm and interpersonal violence,1329.438013,0.036741989,1279.212153
Malawi,Skin and subcutaneous diseases,106965.1994,0.012906785,622.208434
Malawi,HIV/AIDS and sexually transmitted infections,1589706.471,0.192264576,9247.201702
Malawi,Respiratory infections and tuberculosis,822672.7159,0.099442312,4785.424655
Malawi,Enteric infections,487822.2197,0.058934864,2837.624771
Malawi,Other infectious diseases,420372.7851,0.050777916,2445.276538
Malawi,Maternal and neonatal disorders,1092630.887,0.131840349,6355.750817
Suriname,Self-harm and interpersonal violence,9504.399727,0.051112338,1660.26399
Papua New Guinea,Cardiovascular diseases,844226.964,0.173991835,9148.982073
Pakistan,Cardiovascular diseases,9685492.28,0.115000676,4519.859942
Kyrgyzstan,Chronic respiratory diseases,48817.88514,0.028813706,766.5432098
Austria,Cardiovascular diseases,413793.2139,0.173220861,4705.871844
Papua New Guinea,Neglected tropical diseases and malaria,76888.62904,0.015838685,833.2506763
Malta,Neglected tropical diseases and malaria,17.60010349,0.000143893,4.050914593
Malta,Cardiovascular diseases,23496.40968,0.19294193,5408.033478
Tunisia,Neoplasms,227201.1418,0.083159587,1985.645021
Syria,Cardiovascular diseases,992523.1442,0.153862404,5474.119149
Oman,Unintentional injuries,31908.29121,0.035820247,703.4742344
Peru,Skin and subcutaneous diseases,234257.8673,0.033232281,705.1794273
Peru,Enteric infections,117390.706,0.016708751,353.377719
Peru,Other infectious diseases,75055.79514,0.010714476,225.9382075
Madagascar,Neoplasms,420623.2235,0.033285303,1611.040998
Oman,Chronic respiratory diseases,19226.12886,0.021581407,423.8737259
Oman,Other non-communicable diseases,50130.64879,0.056347377,1105.218062
Egypt,Neoplasms,1618052.249,0.05984373,1677.015979
Timor-Leste,HIV/AIDS and sexually transmitted infections,14164.23653,0.036569928,1100.146519
Timor-Leste,Respiratory infections and tuberculosis,36038.98641,0.092859138,2799.174201
Timor-Leste,Enteric infections,13306.57747,0.034283654,1033.531519
Timor-Leste,Other infectious diseases,8463.546837,0.021795464,657.3698184
Timor-Leste,Maternal and neonatal disorders,46865.55692,0.120754948,3640.081781
Cape Verde,Musculoskeletal disorders,7709.321949,0.054391063,1412.465912
Cape Verde,Other non-communicable diseases,7254.065966,0.051274038,1329.05604
Cote d'Ivoire,Sense organ diseases,157066.1084,0.012467413,629.1382013
Australia,Cardiovascular diseases,724101.5982,0.123844723,3024.26234
Australia,Musculoskeletal disorders,652580.3499,0.110705037,2725.548708
Oman,Sense organ diseases,30402.90073,0.033986167,670.2852616
Oman,Maternal and neonatal disorders,53079.17932,0.059932266,1170.223588
Oman,Substance use disorders,48155.55264,0.054019783,1061.673604
Oman,Diabetes and kidney diseases,50235.55575,0.056338933,1107.53092
Colombia,Neoplasms,1147751.166,0.104851543,2268.006962
Algeria,Neglected tropical diseases and malaria,11482.82943,0.001231105,28.37810176
Algeria,Cardiovascular diseases,1607330.186,0.173671239,3972.277028
Ecuador,Digestive diseases,187485.2282,0.046508329,1123.595238
Ecuador,Neurological disorders,253409.5936,0.062684696,1518.678646
Benin,Skin and subcutaneous diseases,69235.87438,0.012331798,597.61827
Slovakia,Nutritional deficiencies,5417.974507,0.003106906,99.97719887
Oman,Self-harm and interpersonal violence,10262.51287,0.011558246,226.2550926
Georgia,Digestive diseases,60612.28722,0.0422702,1642.021211
South Korea,Cardiovascular diseases,1232832.42,0.104190213,2340.639962
South Korea,Musculoskeletal disorders,1467968.974,0.123019826,2787.067235
Luxembourg,Neglected tropical diseases and malaria,11.81192875,7.95E-05,2.000168737
Luxembourg,Cardiovascular diseases,21061.31395,0.141314423,3566.410076
Mexico,HIV/AIDS and sexually transmitted infections,357811.058,0.011210033,282.698783
Mexico,Respiratory infections and tuberculosis,942645.3068,0.029523087,744.7636822
Mexico,Enteric infections,320571.6229,0.010021513,253.2767103
Mexico,Other infectious diseases,177952.8873,0.005575007,140.5967299
Mexico,Maternal and neonatal disorders,1699322.822,0.053249547,1342.598232
Puerto Rico,Musculoskeletal disorders,70911.60806,0.062658968,1934.366709
Tajikistan,Substance use disorders,38860.807,0.013348266,420.4023805
Tajikistan,Diabetes and kidney diseases,116771.6841,0.040142239,1263.254619
The Gambia,Other non-communicable diseases,75174.99158,0.089783124,3525.188989
The Gambia,Skin and subcutaneous diseases,12484.25723,0.01492366,585.4256208
Antigua and Barbuda,Chronic respiratory diseases,594.4141026,0.026012912,668.2012023
Canada,Self-harm and interpersonal violence,251936.1995,0.027066581,700.1550087
Trinidad and Tobago,Other non-communicable diseases,22890.47213,0.051232641,1644.661067
Trinidad and Tobago,Skin and subcutaneous diseases,8474.213981,0.018915864,608.865109
Kazakhstan,Self-harm and interpersonal violence,286575.1105,0.051189386,1600.590712
Kyrgyzstan,Neglected tropical diseases and malaria,5035.992589,0.002958404,79.07564845
Ireland,Self-harm and interpersonal violence,23658.84131,0.021420081,486.7521109
Israel,Neglected tropical diseases and malaria,137.4134182,7.97E-05,1.535483041
Togo,Transport injuries,69487.17992,0.021312823,924.5196941
Togo,Unintentional injuries,91170.66931,0.027928006,1213.016263
Bahrain,Neglected tropical diseases and malaria,135.3439847,0.000493627,9.204739996
Bahrain,Cardiovascular diseases,28632.3829,0.105561444,1947.287429
Angola,HIV/AIDS and sexually transmitted infections,1067651.411,0.081486037,3785.689331
Angola,Respiratory infections and tuberculosis,1439546.087,0.109767495,5104.357289
Angola,Enteric infections,1289306.218,0.098229598,4571.63522
Angola,Other infectious diseases,676966.7928,0.051605758,2400.395802
Angola,Maternal and neonatal disorders,1812546.312,0.138015858,6426.945315
Andorra,Chronic respiratory diseases,926.9553302,0.04787188,1159.186794
Algeria,Sense organ diseases,300945.8291,0.032229764,743.7427694
Algeria,Transport injuries,426766.698,0.046071116,1054.690297
New Zealand,Self-harm and interpersonal violence,31669.53819,0.027348974,711.9349799
Cote d'Ivoire,Transport injuries,229545.688,0.018273035,919.4597277
Greenland,Neglected tropical diseases and malaria,0.759254854,4.09E-05,1.352062032
Mozambique,Substance use disorders,106050.2154,0.006264143,353.0852065
Mozambique,Diabetes and kidney diseases,314895.9767,0.018604653,1048.419473
Rwanda,Neoplasms,210784.6527,0.047614887,1679.000776
Dem. Rep. Congo,Other non-communicable diseases,3309597.103,0.074673145,4091.748258
Dem. Rep. Congo,Skin and subcutaneous diseases,505168.7565,0.011397992,624.5543839
Sao Tome and Principe,Self-harm and interpersonal violence,936.4043105,0.016102481,467.7204539
Senegal,Neglected tropical diseases and malaria,201450.8508,0.037730276,1371.530408
Andorra,Skin and subcutaneous diseases,612.9083017,0.031455537,766.461108
Andorra,HIV/AIDS and sexually transmitted infections,33.41217831,0.001721228,41.78297984
Andorra,Respiratory infections and tuberculosis,403.5407887,0.020848425,504.6404481
Rwanda,Musculoskeletal disorders,103196.2548,0.023237764,822.0076254
Mongolia,Mental disorders,45636.0378,0.041838817,1403.570137
Trinidad and Tobago,Nutritional deficiencies,4683.747004,0.010453339,336.5232618
Syria,Musculoskeletal disorders,306109.0236,0.047235091,1688.300447
Syria,Other non-communicable diseases,233971.4691,0.036198875,1290.436104
Sierra Leone,Nutritional deficiencies,221514.2642,0.045946078,2829.13624
Peru,Cardiovascular diseases,569748.1743,0.081368485,1715.09583
Syria,Chronic respiratory diseases,164118.9715,0.025416756,905.1746651
Syria,Digestive diseases,122890.721,0.019007133,677.7861583
Colombia,Mental disorders,646577.2956,0.058709004,1277.665274
Vietnam,HIV/AIDS and sexually transmitted infections,651941.7181,0.026355197,678.1118713
Vietnam,Respiratory infections and tuberculosis,1087454.247,0.043872844,1131.106684
Vietnam,Enteric infections,230813.9481,0.009295924,240.0792493
Vietnam,Other infectious diseases,250543.256,0.010115998,260.6005283
Vietnam,Maternal and neonatal disorders,723386.7836,0.029214878,752.4248747
Fiji,Chronic respiratory diseases,16310.71691,0.050011272,1798.436433
Saint Vincent and the Grenadines,Neoplasms,4735.488955,0.12564854,4149.873506
Ghana,HIV/AIDS and sexually transmitted infections,880826.8531,0.073391859,2916.134237
Ghana,Respiratory infections and tuberculosis,1042695.867,0.086828716,3452.030449
Ghana,Enteric infections,641784.9383,0.0533732,2124.743387
Ghana,Other infectious diseases,410062.9809,0.034109939,1357.58656
Ghana,Maternal and neonatal disorders,1668220.129,0.138878738,5522.939971
Ghana,Substance use disorders,126983.5904,0.010570848,420.401801
Ghana,Diabetes and kidney diseases,399034.7486,0.033220382,1321.075633
Romania,Self-harm and interpersonal violence,114243.8861,0.015141255,587.8628279
Singapore,Substance use disorders,14743.59025,0.015365392,264.7686227
Singapore,Diabetes and kidney diseases,45538.56365,0.047431882,817.7914992
Marshall Islands,Mental disorders,712.0075494,0.03339305,1264.427912
Algeria,Unintentional injuries,397985.5053,0.042852483,983.561868
Togo,Neurological disorders,95309.90731,0.029210603,1268.088394
Togo,Sense organ diseases,47410.29088,0.014503318,630.788984
Fiji,Digestive diseases,6600.194749,0.020234871,727.7442661
Fiji,Skin and subcutaneous diseases,6092.764455,0.018615107,671.7944796
Tunisia,Cardiovascular diseases,596993.9751,0.218502812,5217.483086
Venezuela,HIV/AIDS and sexually transmitted infections,159952.4763,0.019568791,518.7915796
Venezuela,Respiratory infections and tuberculosis,227166.2332,0.027723823,736.7934007
Venezuela,Enteric infections,167645.642,0.020403745,543.743676
Venezuela,Other infectious diseases,49958.8096,0.006098369,162.0369396
Venezuela,Maternal and neonatal disorders,517470.2001,0.063219725,1678.368405
Venezuela,Substance use disorders,120444.4644,0.014670751,390.6508694
Venezuela,Diabetes and kidney diseases,583711.5057,0.071158739,1893.216167
Israel,Sense organ diseases,88162.82506,0.050735866,985.1477717
Israel,Transport injuries,36715.30478,0.0212952,410.2636306
Palestine,Unintentional injuries,36099.26953,0.036699245,743.9932079
Ghana,Cardiovascular diseases,948195.4166,0.079064787,3139.16987
Ghana,Chronic respiratory diseases,237949.5127,0.019832872,787.7742581
Turkmenistan,Substance use disorders,28742.82658,0.018442498,577.5266509
Turkmenistan,Diabetes and kidney diseases,77519.02151,0.049753512,1557.581706
Kiribati,Self-harm and interpersonal violence,1911.139072,0.03562966,1616.314341
Vietnam,Other non-communicable diseases,1228634.575,0.049478508,1277.954252
Algeria,Other infectious diseases,71753.57334,0.007737442,177.3282637
Algeria,Maternal and neonatal disorders,763975.5423,0.082506054,1888.051704
Algeria,Substance use disorders,354291.7107,0.038108015,875.579166
Algeria,Diabetes and kidney diseases,487555.2866,0.05242498,1204.920235
Dem. Rep. Congo,Cardiovascular diseases,2184711.244,0.04945161,2701.020139
Dem. Rep. Congo,Musculoskeletal disorders,779033.6882,0.017587227,963.1413243
Austria,Musculoskeletal disorders,252647.769,0.104910381,2873.241954
Austria,Other non-communicable diseases,118853.8883,0.049467217,1351.668292
Iran,Transport injuries,1234046.087,0.060775209,1501.709037
Iran,Unintentional injuries,949875.8122,0.046656938,1155.902609
Italy,Mental disorders,1188669.749,0.071787064,1961.582807
Central African Rep.,Neoplasms,92967.03025,0.022498454,2011.178568
Fiji,Cardiovascular diseases,70531.17452,0.216431912,7776.839894
Fiji,Musculoskeletal disorders,14366.06513,0.043917756,1584.017127
Colombia,Nutritional deficiencies,111629.5095,0.010154006,220.5848379
Australia,Other non-communicable diseases,247983.8942,0.042183996,1035.722547
Australia,Skin and subcutaneous diseases,165474.4592,0.028070172,691.1159655
Brazil,Mental disorders,4088305.617,0.067325809,1930.15125
Ghana,Other non-communicable diseases,723444.9844,0.060140092,2395.09352
Ghana,Skin and subcutaneous diseases,150056.538,0.012461333,496.7889052
Brazil,Nutritional deficiencies,1128729.424,0.018575002,532.8903248
Norway,Nutritional deficiencies,4717.057021,0.003551294,89.62374362
Norway,Digestive diseases,37218.24061,0.028165831,707.1438905
Mauritius,Unintentional injuries,10050.01116,0.024999379,790.0256598
Kyrgyzstan,Digestive diseases,111454.8192,0.065802765,1750.074478
The Gambia,Chronic respiratory diseases,17633.58766,0.021155257,826.8937282
Saint Vincent and the Grenadines,Self-harm and interpersonal violence,1666.150786,0.044207492,1460.105825
Bahrain,Skin and subcutaneous diseases,7571.198523,0.027655525,514.9169651
Bahrain,Sense organ diseases,9452.217863,0.034484589,642.8450291
Cuba,Neglected tropical diseases and malaria,5011.563349,0.001571645,44.0512366
Papua New Guinea,Digestive diseases,94329.04908,0.01943242,1022.25446
Greenland,Chronic respiratory diseases,980.7889851,0.052822684,1746.564465
Bahrain,Chronic respiratory diseases,10375.67423,0.038107167,705.6492666
Tunisia,Musculoskeletal disorders,250309.2863,0.091122445,2187.60075
Tunisia,Other non-communicable diseases,136060.1848,0.049671061,1189.110347
Senegal,Nutritional deficiencies,261856.0566,0.048926867,1782.784946
Andorra,Sense organ diseases,580.7930161,0.029775353,726.2999333
Andorra,Transport injuries,335.6007283,0.017292019,419.6792658
Israel,Self-harm and interpersonal violence,40134.10281,0.023342983,448.4659143
Italy,Neglected tropical diseases and malaria,15804.55845,0.000955849,26.08121403
Romania,Musculoskeletal disorders,501095.7089,0.065996483,2578.479694
Italy,Cardiovascular diseases,2636255.9,0.160385517,4350.438171
Senegal,Neurological disorders,192119.3552,0.035997639,1307.99913
Senegal,Sense organ diseases,97870.57626,0.018293428,666.3286396
Netherlands,HIV/AIDS and sexually transmitted infections,5942.498219,0.00129294,34.89614291
Netherlands,Respiratory infections and tuberculosis,86951.22262,0.018978446,510.6038199
Netherlands,Enteric infections,7423.168873,0.001615904,43.59108783
Netherlands,Other infectious diseases,10894.78085,0.002377617,63.97744106
Netherlands,Maternal and neonatal disorders,74521.69806,0.016279236,437.6139006
Iceland,Nutritional deficiencies,242.1843666,0.003192846,71.76459473
Belize,Transport injuries,4398.344788,0.043083105,1113.62219
Belize,Unintentional injuries,5679.620098,0.055543478,1438.029822
Belize,Nutritional deficiencies,2382.523869,0.023175646,603.2340749
Sri Lanka,HIV/AIDS and sexually transmitted infections,8793.699083,0.001701421,40.71828553
Sri Lanka,Respiratory infections and tuberculosis,160212.0273,0.03101778,741.8447016
Sri Lanka,Enteric infections,55936.97848,0.010830198,259.0102117
Puerto Rico,HIV/AIDS and sexually transmitted infections,11366.81992,0.010111266,310.070504
U.S. Virgin Is.,Nutritional deficiencies,264.8033257,0.006748785,252.3081454
Serbia,Nutritional deficiencies,14785.66221,0.004483351,166.6159372
Guinea,Neoplasms,251872.8458,0.036766878,2130.906304
Canada,Other infectious diseases,25045.31133,0.002685282,69.6033369
Canada,Maternal and neonatal disorders,152070.8826,0.01633585,422.6196566
Canada,Substance use disorders,355783.053,0.038087761,988.7554352
Canada,Diabetes and kidney diseases,460029.3508,0.049162967,1278.465956
Trinidad and Tobago,HIV/AIDS and sexually transmitted infections,11902.38122,0.02676259,855.1760262
Trinidad and Tobago,Respiratory infections and tuberculosis,9803.725455,0.021956907,704.3893841
Trinidad and Tobago,Enteric infections,2286.372941,0.005117157,164.2739625
Trinidad and Tobago,Other infectious diseases,2507.964471,0.005615869,180.1951266
Trinidad and Tobago,Maternal and neonatal disorders,19172.88048,0.043069726,1377.555251
Trinidad and Tobago,Substance use disorders,6854.587204,0.015338799,492.4962946
Costa Rica,Digestive diseases,46375.05981,0.046564651,996.5129522
Austria,Skin and subcutaneous diseases,58656.31984,0.024362814,667.070205
Austria,HIV/AIDS and sexually transmitted infections,3979.865827,0.001658397,45.26110606
Austria,Respiratory infections and tuberculosis,22521.65682,0.009393561,256.1280059
Austria,Enteric infections,5884.593775,0.002446389,66.92266386
Austria,Other infectious diseases,4891.398522,0.002042903,55.62753039
Cote d'Ivoire,Self-harm and interpersonal violence,227054.0103,0.018079747,909.4791555
The Gambia,Neglected tropical diseases and malaria,20007.06714,0.023940357,938.1935575
Mauritius,Self-harm and interpersonal violence,7812.968768,0.019451204,614.1730301
Mozambique,Neglected tropical diseases and malaria,1433014.06,0.084510396,4771.098894
Malta,Substance use disorders,1864.774118,0.015249449,429.2043336
Malta,Diabetes and kidney diseases,8620.897197,0.070376884,1984.222325
Malta,Musculoskeletal disorders,14167.44884,0.115349774,3260.840215
Malta,Other non-communicable diseases,5034.766532,0.041112928,1158.823255
Tunisia,Self-harm and interpersonal violence,24881.61552,0.009109308,217.4551395
China,Digestive diseases,11517183.55,0.030988525,815.3871468
Turkmenistan,Chronic respiratory diseases,26151.13206,0.016799739,525.4520001
Turkmenistan,Skin and subcutaneous diseases,22807.44015,0.014588283,458.2675433
Panama,Nutritional deficiencies,17760.86463,0.020080782,452.9580855
Syria,Skin and subcutaneous diseases,81040.65462,0.01250691,446.9681155
Syria,Sense organ diseases,120269.5688,0.018558302,663.3295693
U.S. Virgin Is.,Self-harm and interpersonal violence,1698.188534,0.043466673,1618.056716
Norway,Neoplasms,225620.5611,0.171489058,4286.774409
Turkmenistan,Neglected tropical diseases and malaria,1889.85281,0.001208495,37.97261766
Turkmenistan,Cardiovascular diseases,422546.8032,0.271933248,8490.189348
Oman,Neglected tropical diseases and malaria,1137.25947,0.001271451,25.07287933
Oman,Cardiovascular diseases,121205.0726,0.136526031,2672.178372
Tonga,Digestive diseases,1236.407656,0.042282942,1202.286214
Suriname,Nutritional deficiencies,2513.144884,0.013447658,439.0055209
American Samoa,Self-harm and interpersonal violence,385.1178645,0.024738775,692.2748837
Samoa,HIV/AIDS and sexually transmitted infections,674.1905788,0.013572539,338.9282433
Samoa,Respiratory infections and tuberculosis,2231.8497,0.044643775,1121.992685
Solomon Islands,Nutritional deficiencies,7840.941088,0.034673898,1229.745672
Malta,Chronic respiratory diseases,4929.201915,0.040399189,1134.526055
Iceland,Neurological disorders,7146.925957,0.094754129,2117.792539
Iceland,Mental disorders,6219.150813,0.082129753,1842.872204
Angola,Musculoskeletal disorders,252506.3221,0.01925415,895.3395085
Angola,Other non-communicable diseases,824749.6919,0.062813406,2924.405922
Tajikistan,Neglected tropical diseases and malaria,5992.385256,0.002052952,64.82657517
Tajikistan,Cardiovascular diseases,424400.6926,0.146281308,4591.23408
Belize,Neurological disorders,5149.668787,0.050232532,1303.850815
Belize,Mental disorders,6150.849263,0.059905116,1557.3409
Guinea,Musculoskeletal disorders,119648.7319,0.017431853,1012.257737
Slovakia,Neurological disorders,103241.3121,0.059447511,1905.098885
Slovakia,Mental disorders,79632.14984,0.045738797,1469.441997
Slovakia,Transport injuries,37558.54542,0.021644378,693.0630922
The Gambia,HIV/AIDS and sexually transmitted infections,62758.58665,0.075181977,2942.945173
The Gambia,Respiratory infections and tuberculosis,80472.63099,0.096334927,3773.611766
The Gambia,Enteric infections,51009.6713,0.060989907,2392.002019
The Gambia,Other infectious diseases,36569.47454,0.043739586,1714.856314
