"country","DALYs.HIV/AIDS_and_sexually_transmitted_infections","pct_of_total_DALYs.HIV/AIDS_and_sexually_transmitted_infections","DALYs_per_100K.HIV/AIDS_and_sexually_transmitted_infections","DALYs.Neglected_tropical_diseases_and_malaria","pct_of_total_DALYs.Neglected_tropical_diseases_and_malaria","DALYs_per_100K.Neglected_tropical_diseases_and_malaria","DALYs.Mental_disorders","pct_of_total_DALYs.Mental_disorders","DALYs_per_100K.Mental_disorders","DALYs.Unintentional_injuries","pct_of_total_DALYs.Unintentional_injuries","DALYs_per_100K.Unintentional_injuries","DALYs.Self-harm_and_interpersonal_violence","pct_of_total_DALYs.Self-harm_and_interpersonal_violence","DALYs_per_100K.Self-harm_and_interpersonal_violence","DALYs.Substance_use_disorders","pct_of_total_DALYs.Substance_use_disorders","DALYs_per_100K.Substance_use_disorders","DALYs.Diabetes_and_kidney_diseases","pct_of_total_DALYs.Diabetes_and_kidney_diseases","DALYs_per_100K.Diabetes_and_kidney_diseases","DALYs.Neoplasms","pct_of_total_DALYs.Neoplasms","DALYs_per_100K.Neoplasms","DALYs.Cardiovascular_diseases","pct_of_total_DALYs.Cardiovascular_diseases","DALYs_per_100K.Cardiovascular_diseases","DALYs.Chronic_respiratory_diseases","pct_of_total_DALYs.Chronic_respiratory_diseases","DALYs_per_100K.Chronic_respiratory_diseases","DALYs.Nutritional_deficiencies","pct_of_total_DALYs.Nutritional_deficiencies","DALYs_per_100K.Nutritional_deficiencies","DALYs.Transport_injuries","pct_of_total_DALYs.Transport_injuries","DALYs_per_100K.Transport_injuries","DALYs.Digestive_diseases","pct_of_total_DALYs.Digestive_diseases","DALYs_per_100K.Digestive_diseases","DALYs.Neurological_disorders","pct_of_total_DALYs.Neurological_disorders","DALYs_per_100K.Neurological_disorders","DALYs.Sense_organ_diseases","pct_of_total_DALYs.Sense_organ_diseases","DALYs_per_100K.Sense_organ_diseases","DALYs.Skin_and_subcutaneous_diseases","pct_of_total_DALYs.Skin_and_subcutaneous_diseases","DALYs_per_100K.Skin_and_subcutaneous_diseases","DALYs.Respiratory_infections_and_tuberculosis","pct_of_total_DALYs.Respiratory_infections_and_tuberculosis","DALYs_per_100K.Respiratory_infections_and_tuberculosis","DALYs.Enteric_infections","pct_of_total_DALYs.Enteric_infections","DALYs_per_100K.Enteric_infections","DALYs.Other_infectious_diseases","pct_of_total_DALYs.Other_infectious_diseases","DALYs_per_100K.Other_infectious_diseases","DALYs.Maternal_and_neonatal_disorders","pct_of_total_DALYs.Maternal_and_neonatal_disorders","DALYs_per_100K.Maternal_and_neonatal_disorders","DALYs.Musculoskeletal_disorders","pct_of_total_DALYs.Musculoskeletal_disorders","DALYs_per_100K.Musculoskeletal_disorders","DALYs.Other_non-communicable_diseases","pct_of_total_DALYs.Other_non-communicable_diseases","DALYs_per_100K.Other_non-communicable_diseases"
"Benin",146155.206371397,0.0260761310810578,1261.557283202,763802.687668892,0.135795389769469,6592.86020307331,143530.913048946,0.025590466835028,1238.90536106805,176678.935158217,0.0314348024334577,1525.0267367885,68617.0825489945,0.0122426174117004,592.277089478336,33418.0799832835,0.00596533893959871,288.452414663955,119730.5068637,0.0213514966401413,1033.46912303308,167613.08562408,0.0299137597670682,1446.77370159288,242681.907822738,0.0433306205436742,2094.7398037751,93480.3377679455,0.0166923230731175,806.887444349116,247015.091650229,0.043904800846635,2132.142232007,190957.110611801,0.0340222680359925,1648.27062718083,119853.266417809,0.0213712293058749,1034.5287377633,146262.837717385,0.0260766835010261,1262.48631687656,65250.5145241083,0.0116230158674366,563.218128688408,69235.8743753079,0.0123317984100495,597.618269957995,573834.282964938,0.102053742852188,4953.123716892,519961.61055233,0.0923668960661601,4488.11488186647,308125.599355541,0.0547370436129349,2659.6253644238,950938.543023423,0.169453214726657,8208.14717869312,116987.926850453,0.0208535698960278,1009.79619425843,353208.565996554,0.062812790384705,3048.76473431937
"Venezuela",159952.476291595,0.0195687908172448,518.791579618756,83772.6042313476,0.010198828956249,271.70896434719,443242.313202706,0.053934632972108,1437.61687941049,316969.091665464,0.0386502823018546,1028.06095640352,1033886.83628986,0.126152750397243,3353.31966957512,120444.464374645,0.0146707510512029,390.650869420398,583711.505743775,0.0711587392590054,1893.2161672471,805022.816776468,0.0983155273697863,2611.01965050697,1085664.66318127,0.132538739498682,3521.25642944906,236974.637378547,0.028918528559798,768.606084166378,55108.3725464039,0.00670375226334129,178.739087423994,413268.342551486,0.0504267305980241,1340.39898105646,251187.135032242,0.0306283126344507,814.703051709704,420158.350542145,0.0511771422797494,1362.74610697743,245922.848743676,0.029875488591586,797.628809018822,158575.743664235,0.0192659588033267,514.326270227993,227166.233197958,0.0277238226075465,736.793400697131,167645.642019647,0.0204037454725411,543.743675971731,49958.8095988561,0.00609836925066064,162.036939649588,517470.200096282,0.0632197248067989,1678.36840502663,408235.673385018,0.0496494689985874,1324.07596782713,416364.257939613,0.0507199125102142,1350.44030627886
"Sao Tome and Principe",245.953811953963,0.00422786277390704,122.85038340928,1334.48321473596,0.0228414789988098,666.555127896322,2565.10441425147,0.0439248499917302,1281.23267646128,2330.67938158847,0.0400106159335469,1164.14075210935,936.40431049879,0.0161024808729309,467.720453921698,657.526126922053,0.0112791073131878,328.424821523454,2541.24988467945,0.0436335989749945,1269.31768282614,4125.77488553447,0.0709494707516699,2060.76507829512,6046.26909084325,0.103966359027317,3020.0242480682,2903.25394961804,0.0499332240129515,1450.13349462477,2139.83552870343,0.0366127482696966,1068.81699879171,1539.9026643752,0.0264609625747077,769.159181671378,3864.45979265311,0.0663987072782415,1930.2419565103,2674.89107161051,0.0458426996942602,1336.06952913144,1358.05991562825,0.0232256955363998,678.331350111112,1215.94437562405,0.0208055201145311,607.346686611767,5433.39369980991,0.0933833441432114,2713.90182543768,2081.30735804078,0.035737727884301,1039.58302128582,1830.67956227408,0.0314559982780207,914.398050342075,6253.960996586,0.10742027460616,3123.76336090731,2224.12765242116,0.0380652520542506,1110.91969943636,3946.47531568678,0.0677220209151737,1971.20752793265
"Burkina Faso",202990.810022485,0.0157648407052818,961.041262397762,2453990.87538499,0.189856188614901,11618.1933976782,260540.821677213,0.0202216028402055,1233.50648309194,409276.464582905,0.0316901342892759,1937.68166228254,198578.231640512,0.0154245331448237,940.150317146739,56982.8558093942,0.00442705653564329,269.780073669463,240054.571695745,0.0186425610874978,1136.516222588,360374.09865189,0.0280030748955712,1706.15792244735,522362.235892328,0.0406064588403642,2473.07581340886,156329.874149541,0.0121461510266326,740.129366381249,682379.777131747,0.052815527073761,3230.66409940803,227649.684612103,0.0176546218792503,1077.78642914836,251561.610349626,0.019522030143595,1190.9952354712,270111.480505727,0.0209570199498792,1278.81788433968,119794.915581009,0.00928863356053122,567.157975703698,136787.672454824,0.0106073816609215,647.608615394332,1591278.70994844,0.123113720915275,7533.76224305984,1290696.50510098,0.0998898430931147,6110.68352551145,686948.703014643,0.0530994028052769,3252.29525747777,1510992.43901123,0.116764710911506,7153.65430040888,203493.112471398,0.0157893709585744,963.419367000405,1082372.97500685,0.0837151350681181,5124.39499192394
"Senegal",146442.934034795,0.0274753459103974,997.022034050661,201450.85082081,0.0377302755614965,1371.53040787122,181676.01876447,0.0340116500482957,1236.8981471222,211272.374462005,0.0395787939462567,1438.39792553441,59549.8807084957,0.0111822534645788,405.431259505846,40588.8054075649,0.00760940014747709,276.339268902667,180632.012918831,0.0338780402723026,1229.79028057583,253881.27540266,0.0476846421814729,1728.49053645151,364237.797629628,0.06842099274404,2479.8267821139,120859.268654029,0.0226932067379412,822.841707328021,261856.056637593,0.0489268674888158,1782.78494580876,111387.141485437,0.0208914077352544,758.352972800398,153225.108124947,0.0287391335836936,1043.19686010981,192119.355160253,0.0359976394248336,1307.99912966006,97870.5762628976,0.0182934275180026,666.328639633507,85823.9524323078,0.0160458000177197,584.312054305027,592948.367935819,0.111113958585638,4036.94853413633,486660.950224075,0.0910902393389201,3313.315822873,238858.663049319,0.0447250829053699,1626.21263807422,831176.627784144,0.155469593515703,5658.86922131603,142156.245212418,0.0265985052372796,967.837128427193,384009.022102274,0.0718437436345105,2614.43448148372
"Kazakhstan",18768.9008144989,0.00334783978229702,104.828811806602,10706.3881922576,0.00189916903249105,59.7977454315065,257055.003241749,0.0456704275024519,1435.71383455544,382560.705630229,0.0681622893042742,2136.69327849677,286575.110466549,0.0511893864469499,1600.59071228867,190792.397715245,0.0339960648221493,1065.62129300462,181593.585813547,0.0323000975621084,1014.2437226707,507539.097788135,0.0906754422695619,2834.72756835205,1434550.00911253,0.256251723305103,8012.30580409095,190033.534620335,0.0339119316297794,1061.38286064518,92502.8840134923,0.0164009105263177,516.650789284767,179053.951447189,0.0319505923517117,1000.05925573362,339708.571993239,0.0606265048686434,1897.35383624913,255322.344343098,0.0454333439638518,1426.03651911716,137733.233947761,0.0244304923717469,769.273139845832,82474.4481513045,0.0146332555929168,460.639570188773,203330.232585432,0.0362992544198527,1135.64810731086,19879.387824376,0.00353510831143428,111.031148050084,46053.213222714,0.00821537098954483,257.218239348563,243812.311000067,0.0435174187179794,1361.75022280554,266101.264872442,0.0472405019341021,1486.23937504445,282751.490410968,0.0503128742947324,1579.23487737921
"Israel",3868.00419448982,0.0022404831494051,43.2217968338955,137.413418168639,7.96743397164545e-05,1.53548304078802,145002.480156827,0.0836146942783981,1620.28462809772,81930.5219790945,0.047286798514614,915.506860235581,40134.1028073571,0.0233429829628257,448.465914313483,20262.4047635127,0.0117219800871668,226.415871860299,112579.713943273,0.0651869881884301,1257.98662023324,258791.127048064,0.150661072908179,2891.78008948918,178990.88704861,0.104046822668221,2000.07739550918,64990.5873390184,0.0376753203343621,726.216886239209,12152.5072136287,0.00699335528675003,135.794371308636,36715.3047829921,0.021295199800506,410.263630604554,46598.2613251957,0.0270113711208893,520.697621445064,154181.891885747,0.0892116745205349,1722.8570786052,88162.8250577998,0.0507358662220914,985.147771654136,65318.4373545794,0.0376337494452365,729.880343167398,40356.223296596,0.0234123244075435,450.947929889425,6519.43600809653,0.00378258533855735,72.8493880681269,6310.48052555073,0.00366104350718729,70.5144807206144,51593.168117623,0.0300011947517645,576.511637079815,214531.956926201,0.123560774749275,2397.21990732362,98324.6478954398,0.0568440434183456,1098.69786624199
"Singapore",2632.43291677967,0.00275047163653664,47.2738068350185,1492.79989827307,0.00154745977049899,26.8080275035564,98173.4726503857,0.102082777404705,1763.02072231904,59167.2929212585,0.0614928089838383,1062.53920420212,24133.1022526787,0.0253333162452599,433.387535519247,14743.5902535506,0.015365391686696,264.768622690548,45538.5636493455,0.0474318819592009,817.791499179746,127107.607288152,0.133487242001867,2282.62624885891,135040.204825156,0.14163661985385,2425.0815727055,29302.0255527545,0.0306275549514488,526.21219216111,8046.53358466083,0.00834132400179118,144.501412342954,18786.3673481001,0.0196133931742888,337.369699142125,22166.406976186,0.0231489514238089,398.069191028251,63048.9153451652,0.0657377199068158,1132.24622978464,36555.0514286953,0.0379148628130937,656.46361928886,30957.0085999721,0.0321347524898935,555.932740172303,44626.7238855651,0.0468074464703299,801.416481004477,2525.66616530949,0.00262245140436907,45.3564661296842,2804.57581045357,0.0029299984777474,50.3651866197374,24253.0438026168,0.0253948918650894,435.541472140813,120938.78022247,0.125570451058195,2171.84510141055,46163.9905964607,0.0480282324206757,829.023053267555
"Malawi",1589706.47051851,0.192264576434934,9247.20170200056,530199.411107036,0.0640301708961052,3084.12967281283,219169.330402802,0.0264611228531892,1274.89133542123,225652.884492889,0.0272732802900425,1312.60567673439,80169.7570877665,0.00970904023932725,466.341383103992,53177.4158928187,0.00642785377428134,309.328986118849,182962.713543365,0.0221269627508227,1064.28019729266,357818.837867431,0.0433002275411355,2081.40498129591,368710.495239628,0.0446441085113021,2144.7609243317,126134.286974778,0.0152623754136373,733.71355959403,334982.250599875,0.0404126090557369,1948.56628901863,134390.686876378,0.0162635766725907,781.740410234932,223240.708062355,0.0270084428015597,1298.57422979269,189105.204582369,0.0228580462898295,1100.0106007626,88709.2947215354,0.0107010198174022,516.015224411016,106965.199362193,0.0129067852162615,622.208434035172,822672.715868915,0.0994423124113206,4785.42465508817,487822.219684161,0.058934863521447,2837.62477148736,420372.785130319,0.050777916420466,2445.27653766416,1092630.88706417,0.131840349054846,6355.75081683015,149573.696398138,0.0180562000645546,870.058822529826,491300.723745454,0.0592981599692078,2857.85896520333
"Suriname",5811.18865998362,0.0312840161267223,1015.12010749631,1211.49894981416,0.00650356180182866,211.629154743443,10585.8712882221,0.0566778443580887,1849.17947579978,7935.88117811168,0.0426255715903644,1386.2693204363,9504.39972694461,0.0511123383344117,1660.26399021282,3056.03823161353,0.0163956972891681,533.840155552116,16040.1191819214,0.0861047807282049,2801.94783905906,17235.5100030045,0.0927144145420813,3010.76316580177,31121.7242058207,0.167371695353018,5436.45885029178,5585.87029548494,0.0299898295245493,975.760655278586,2513.14488377015,0.0134476581317253,439.005520872857,5408.93713673688,0.0290807968004983,944.853311250196,8080.86884814262,0.0434193045331317,1411.5963073574,9140.02572708403,0.0490230448590985,1596.61378101304,4290.46409913774,0.022942957597483,749.474269785285,4221.81239400818,0.0226016240487407,737.481933902126,6053.12746791219,0.0325384490071375,1057.382880757,2654.15541916954,0.0142497039430362,463.637767084107,1679.9851678997,0.00902878316746865,293.466074501073,15178.4044619464,0.0816178897393194,2651.42029807665,8928.73544632749,0.0477902633456278,1559.70480678003,9964.75234318859,0.0534797751782952,1740.68010206714
"United States",473258.654191166,0.00470819598752392,145.690209376639,64227.0640693231,0.000636744688486887,19.7719668283694,7212940.44951336,0.0714156440309666,2220.46611299019,3864271.00980099,0.0383619043254425,1189.59568413633,3394292.71175458,0.0338582636763734,1044.91531529685,6637070.18642715,0.0660304385341204,2043.18745477696,5779211.34705753,0.0574005090931515,1779.10008349167,14728562.5461237,0.146938762770065,4534.11119301986,15639789.5361809,0.155925545878286,4814.62767126148,5995478.973918,0.0597114639754394,1845.67694491756,285954.923724433,0.00283451053429823,88.0297324533767,2817177.99095855,0.028049026181285,867.253557265579,3577705.88633918,0.0356133832160349,1101.37810487506,6779290.48426623,0.0673637698353183,2086.96923200657,2280152.18722858,0.0225594679106778,701.932963351046,2879662.93884894,0.0285104538611562,886.489222710721,1788867.20902026,0.0178210726321266,550.693444105283,451086.820497192,0.00447427288278582,138.864725965966,271805.688349993,0.00270810861845165,83.6739641098591,1931408.86541115,0.0192536656442959,594.574149889679,9682810.83925499,0.0958188676693373,2980.8028358962,4028691.65960449,0.0400059280543764,1240.2117239775
"Kyrgyzstan",11885.9020234195,0.00702093766855934,186.63359672951,5035.99258851003,0.00295840367074558,79.0756484484615,81104.4539124439,0.047662554360392,1273.51007223828,97426.4634478259,0.0574181175402704,1529.79986323938,46091.8064879904,0.0272501776311435,723.738056031808,44834.4307352341,0.0264264712470733,703.994618914877,54492.0625529902,0.0320843564659789,855.6396988159,109841.979022062,0.0649567264348266,1724.74950377194,347946.560533874,0.205730282055439,5463.49094365296,48817.8851375662,0.0288137064629666,766.543209762285,45910.6188431326,0.0269090323380769,720.893029901177,54375.4212078001,0.0321234598755353,853.808184999168,111454.819197923,0.0658027652669867,1750.07447804632,81067.9515767394,0.0477063628075931,1272.93690899092,42751.4424957847,0.0250742573722235,671.287333737217,28793.7466149735,0.0168935149328369,452.122227112603,84425.3831505756,0.04989491001539,1325.65562812251,16166.8627375424,0.00953794359791667,253.853660798708,15338.2071360968,0.00905033568907932,240.842029452335,188516.276354481,0.111437947243464,2960.10101957485,81293.2707667588,0.047744270617603,1276.47489296241,97635.0025172524,0.057503466705899,1533.07436411521
"Oman",7563.59263312825,0.00853248037460419,166.752663198761,1137.25947004651,0.00127145120758363,25.0728793282238,81785.6428627246,0.0915352275644564,1803.1079171356,31908.2912073212,0.0358202466592232,703.474234405163,10262.5128681273,0.0115582462425994,226.255092636316,48155.5526447334,0.0540197827002248,1061.67360417403,50235.5557479575,0.0563389325832902,1107.53092010154,42330.0334579289,0.0477103391151684,933.239818004701,121205.072581423,0.13652603069278,2672.1783716414,19226.128860387,0.0215814066261832,423.873725883902,12559.7713007571,0.0140446463026258,276.902183281966,110749.897970598,0.124715897251323,2441.67571303349,22818.8850838684,0.0255752435909904,503.08233712843,56655.5962231438,0.0634578680204339,1249.07197063249,30402.9007349805,0.0339861669451894,670.285261572681,22037.3345636939,0.0246519633171976,485.851685375367,17917.8757437871,0.0201533515062521,395.030991761018,8690.2584774903,0.00972610343841423,191.59198747167,9957.94594851192,0.0112210020350554,219.540380801405,53079.1793172751,0.0599322656178297,1170.22358829755,81641.582205371,0.0912939715874093,1799.93184731785,50130.6487929477,0.0563473766211662,1105.21806231233
"Vietnam",651941.718051142,0.026355197400198,678.111871346324,329302.909777164,0.0132278596286022,342.521741140157,1223961.2260088,0.0491777881249838,1273.09330641587,1228624.94914224,0.0495841427204786,1277.94424007127,434611.546914712,0.0175415055733811,452.057662866019,446055.972495146,0.0179458394302336,463.961488978007,1534845.23602093,0.0617993170247435,1596.45677889185,3242416.07041146,0.130886984652905,3372.57268297353,4223547.31499711,0.1705000997843,4393.08836080308,1068973.00292606,0.0431248030215862,1111.88356775172,218132.43657718,0.00874965607316322,226.88867834821,1216712.61364103,0.0490839543983959,1265.55372126389,951760.729667777,0.0383908685475732,989.966175808265,1346754.53809546,0.0542170476279527,1400.81577046804,869347.517497918,0.0348792643002145,904.244743998035,586318.032248614,0.023534632258021,609.853928723446,1087454.24733367,0.0438728439033587,1131.1066836884,230813.948074515,0.00929592446097378,240.079249307013,250543.255990344,0.0101159975579911,260.600528342759,723386.783588199,0.0292148781008235,752.424874715122,1719007.51539662,0.0690228872481015,1788.0116747377,1228634.57479547,0.0494785081620189,1277.95425211613
