country,cause,deaths,pct_of_total_deaths,deaths_per_100K
Jamaica,Enteric infections,36.04136332,0.001779002,1.296795229
Jamaica,Other infectious diseases,99.08324141,0.004889569,3.565089189
Jamaica,Maternal and neonatal disorders,460.4572287,0.022767339,16.56759574
Trinidad and Tobago,Digestive diseases,453.0005386,0.039686163,32.54770565
Switzerland,Musculoskeletal disorders,291.0800976,0.00450823,3.387375103
Switzerland,Other non-communicable diseases,956.6858414,0.01481811,11.13320295
Switzerland,Skin and subcutaneous diseases,121.5667022,0.001883175,1.414703457
Switzerland,Transport injuries,391.3944629,0.006061457,4.554759566
Nigeria,Mental disorders,1.360694126,8.52E-07,0.000660249
Chile,Chronic respiratory diseases,6140.571288,0.054678077,34.2699564
Chile,Self-harm and interpersonal violence,2862.327698,0.025474081,15.97438427
Argentina,Chronic respiratory diseases,18992.48386,0.057128198,42.90544169
Argentina,Digestive diseases,14905.83791,0.044826501,33.67340281
Timor-Leste,Digestive diseases,420.461923,0.058447344,32.65758237
Lesotho,Musculoskeletal disorders,29.08498146,0.00115154,1.493392193
Lesotho,Other non-communicable diseases,334.3854335,0.013262975,17.16929394
Lesotho,Unintentional injuries,581.0832972,0.023038802,29.83619778
Sierra Leone,Neurological disorders,1170.697331,0.016469973,14.95191408
Sierra Leone,Mental disorders,0.025462233,3.58E-07,0.000325199
Sierra Leone,HIV/AIDS and sexually transmitted infections,2795.047822,0.03931449,35.69779632
St. Vin. and Gren.,Chronic respiratory diseases,21.58490141,0.021474459,18.91559907
St. Vin. and Gren.,Digestive diseases,37.17382599,0.036981226,32.57671532
Croatia,Neglected tropical diseases and malaria,0.635936664,1.24E-05,0.014873986
Suriname,Mental disorders,0.004182939,9.72E-07,0.000730691
Suriname,HIV/AIDS and sexually transmitted infections,107.126879,0.024967133,18.71332275
Suriname,Respiratory infections and tuberculosis,190.8791073,0.044416494,33.34347433
Suriname,Enteric infections,39.54644999,0.009204775,6.908121369
Suriname,Other infectious diseases,31.31155967,0.007284937,5.469620017
Suriname,Maternal and neonatal disorders,154.0616242,0.035878973,26.91205907
Jordan,Skin and subcutaneous diseases,46.08340831,0.001675803,0.43277051
Jordan,Transport injuries,1252.743993,0.045523724,11.76455208
Kuwait,Neglected tropical diseases and malaria,0.319204248,4.13E-05,0.00748919
Bulgaria,Musculoskeletal disorders,45.78415847,0.000425407,0.649205267
Bulgaria,Other non-communicable diseases,648.7705687,0.006028931,9.199366856
United Kingdom,Neglected tropical diseases and malaria,9.218991306,1.52E-05,0.013834952
Congo,Cardiovascular diseases,6527.356083,0.172182166,132.8569087
Congo,Chronic respiratory diseases,1080.880084,0.028509423,22.00008469
Lesotho,Neoplasms,1797.848813,0.071239662,92.31201971
Botswana,Cardiovascular diseases,2547.833646,0.178948521,111.6568342
Pakistan,Chronic respiratory diseases,69969.12997,0.04940886,32.6519973
Singapore,Self-harm and interpersonal violence,523.6617886,0.026391478,9.404033083
Libya,HIV/AIDS and sexually transmitted infections,106.3637219,0.003097511,1.539553191
Libya,Respiratory infections and tuberculosis,914.6719388,0.026540352,13.23934587
Libya,Enteric infections,85.72395072,0.002490527,1.240804473
Libya,Other infectious diseases,266.8334058,0.007746265,3.862258805
Libya,Maternal and neonatal disorders,485.5256247,0.014119166,7.027701847
Croatia,Neurological disorders,4040.219756,0.078896222,94.49710462
Croatia,Mental disorders,0.181802276,3.55E-06,0.004252192
Sweden,Musculoskeletal disorders,340.9968576,0.003708599,3.394693649
Sweden,Other non-communicable diseases,1216.314603,0.013230011,12.10866131
Trinidad and Tobago,HIV/AIDS and sexually transmitted infections,224.70569,0.01981691,16.14491382
Trinidad and Tobago,Respiratory infections and tuberculosis,334.9102368,0.029367652,24.06301732
Trinidad and Tobago,Enteric infections,27.07985823,0.002377457,1.945664916
American Samoa,Mental disorders,0.003627137,1.11E-05,0.00652002
Ecuador,Neglected tropical diseases and malaria,93.35732313,0.001068558,0.559488578
Morocco,Self-harm and interpersonal violence,3007.077262,0.01361054,8.47328587
Namibia,Transport injuries,468.1382719,0.027539879,19.89113064
South Africa,Neglected tropical diseases and malaria,114.6785129,0.000241317,0.20868525
Sri Lanka,Substance use disorders,701.6321135,0.005558576,3.248832655
Sri Lanka,Diabetes and kidney diseases,16050.52693,0.127364984,74.32025274
Namibia,Neglected tropical diseases and malaria,18.61210862,0.001095158,0.79082593
Central African Rep.,Chronic respiratory diseases,1323.364141,0.020752046,28.62866104
Namibia,Nutritional deficiencies,135.4810909,0.0079763,5.756572876
Namibia,Neoplasms,1553.515744,0.091373524,66.00866982
Bolivia,Transport injuries,2264.956367,0.033981386,19.62191289
Bolivia,Unintentional injuries,2567.937001,0.038554443,22.24671383
Fiji,Mental disorders,0.044671047,6.15E-06,0.004925476
Bolivia,Neoplasms,12195.40341,0.18298772,105.6519882
Eq. Guinea,Neoplasms,519.258958,0.071238909,38.60572654
Eq. Guinea,Other non-communicable diseases,257.2558174,0.035267381,19.12638691
Singapore,Cardiovascular diseases,6160.832876,0.310520474,110.637586
Singapore,Unintentional injuries,284.2136357,0.014325018,5.103970714
Botswana,Nutritional deficiencies,80.83075196,0.00567851,3.542345037
Timor-Leste,HIV/AIDS and sexually transmitted infections,240.1559188,0.0333412,18.65308431
Timor-Leste,Respiratory infections and tuberculosis,702.5103631,0.097666227,54.56448918
Timor-Leste,Enteric infections,209.8168679,0.029179149,16.29662823
Suriname,Chronic respiratory diseases,123.0337571,0.028627511,21.49199554
Suriname,Self-harm and interpersonal violence,199.0281253,0.046281064,34.76697518
Fiji,Neglected tropical diseases and malaria,5.09635679,0.000703003,0.561929545
Kiribati,Neglected tropical diseases and malaria,1.284264749,0.001271548,1.086145725
Kiribati,Digestive diseases,43.92023888,0.043519048,37.14481746
Suriname,Digestive diseases,242.5495634,0.056425175,42.3694623
Suriname,Neurological disorders,221.4227809,0.051538597,38.67895714
Argentina,Neurological disorders,22636.41359,0.068103477,51.13735152
Argentina,HIV/AIDS and sexually transmitted infections,2065.672271,0.006223938,4.666508174
Argentina,Respiratory infections and tuberculosis,31742.00269,0.095485073,71.7075584
Andorra,Chronic respiratory diseases,32.68121893,0.058435712,40.86889214
Australia,Transport injuries,1828.967047,0.010700252,7.638812253
Australia,Unintentional injuries,4585.970343,0.026840915,19.15363456
Vietnam,Self-harm and interpersonal violence,8994.760573,0.014826728,9.355826995
Libya,Substance use disorders,600.6710632,0.017419453,8.694365292
Libya,Diabetes and kidney diseases,2589.343512,0.075126356,37.47924569
Morocco,Cardiovascular diseases,115124.0339,0.521560631,324.3943421
Morocco,Chronic respiratory diseases,7679.80014,0.034778945,21.6399967
Kiribati,Neurological disorders,26.28156424,0.026055737,22.22719938
Kiribati,Mental disorders,0.002562066,2.53E-06,0.002166825
Kiribati,HIV/AIDS and sexually transmitted infections,1.566070065,0.001551692,1.324477921
Kiribati,Respiratory infections and tuberculosis,94.722763,0.093844274,80.11021413
Kiribati,Enteric infections,36.43623428,0.036112119,30.81534404
American Samoa,Neglected tropical diseases and malaria,0.619039058,0.001889062,1.112763731
Sierra Leone,Musculoskeletal disorders,48.09820417,0.000676215,0.614300722
Sierra Leone,Other non-communicable diseases,3232.057598,0.045300367,41.27919848
Sierra Leone,Skin and subcutaneous diseases,94.11339355,0.001321747,1.201997593
Switzerland,Neurological disorders,9094.507939,0.140861494,105.8351637
Switzerland,Mental disorders,4.628674334,7.17E-05,0.053865092
United Kingdom,Mental disorders,13.58630719,2.23E-05,0.020388988
Libya,Chronic respiratory diseases,1205.420933,0.03497688,17.44776895
Uruguay,Cardiovascular diseases,9911.833003,0.295770565,289.6899528
New Zealand,Mental disorders,0.375484963,1.15E-05,0.008440947
Togo,HIV/AIDS and sexually transmitted infections,4124.096284,0.081850005,54.87067168
Togo,Respiratory infections and tuberculosis,6094.703866,0.120750601,81.08940038
Togo,Enteric infections,4086.077775,0.080883736,54.36483938
Togo,Other infectious diseases,1394.305026,0.027622772,18.55108321
Togo,Maternal and neonatal disorders,4563.595657,0.090333499,60.71816508
Fiji,Nutritional deficiencies,15.72169221,0.002168869,1.733489964
Botswana,Neoplasms,1486.819097,0.104415301,65.15869421
Botswana,Musculoskeletal disorders,23.11011748,0.001622826,1.012782981
Botswana,Other non-communicable diseases,197.2705812,0.013853685,8.64523028
Albania,Self-harm and interpersonal violence,231.1606625,0.010617711,8.356730371
Trinidad and Tobago,Cardiovascular diseases,3918.167344,0.343405595,281.5170106
Argentina,Enteric infections,675.2862935,0.002031803,1.525522249
Argentina,Other infectious diseases,1277.77097,0.003843802,2.886580199
Argentina,Maternal and neonatal disorders,3978.949537,0.011986171,8.988744631
Argentina,Substance use disorders,1655.002334,0.004976085,3.738774069
Argentina,Diabetes and kidney diseases,20181.69126,0.060698656,45.59195015
Chile,Cardiovascular diseases,29905.8511,0.266273477,166.9017694
Singapore,HIV/AIDS and sexually transmitted infections,34.14236044,0.001721991,0.613135986
Singapore,Respiratory infections and tuberculosis,2726.340506,0.137418735,48.96021989
Singapore,Enteric infections,16.21422205,0.000817211,0.291178551
Canada,Nutritional deficiencies,338.1520173,0.001210367,0.939757086
Canada,Neoplasms,86229.46005,0.308606193,239.6399901
Czechia,Chronic respiratory diseases,3863.850155,0.034966041,36.47642862
Togo,Mental disorders,0.030993179,6.14E-07,0.000412361
Andorra,Digestive diseases,27.44157723,0.049036546,34.31655541
Peru,Neurological disorders,11876.27061,0.083810379,35.75078099
Peru,Mental disorders,1.194044058,8.42E-06,0.003594395
Palestine,Self-harm and interpersonal violence,560.5523227,0.038797788,11.55278559
New Zealand,Transport injuries,418.8105561,0.01283829,9.414911045
New Zealand,Unintentional injuries,786.5401773,0.024112163,17.6815166
Palestine,Cardiovascular diseases,5326.831549,0.368729506,109.7841187
Palestine,Unintentional injuries,354.4202424,0.024527203,7.304476144
Kiribati,Other infectious diseases,32.93166485,0.032632917,27.85141226
Kiribati,Maternal and neonatal disorders,65.51712275,0.064930757,55.4100257
Kiribati,Substance use disorders,1.031182515,0.001020618,0.8721056
Kiribati,Diabetes and kidney diseases,148.0836536,0.146761777,125.2393071
Jordan,Neoplasms,4502.052175,0.163616263,42.27889145
Jordan,Musculoskeletal disorders,52.82188114,0.001920164,0.496051688
Jordan,Other non-communicable diseases,1719.685443,0.062477099,16.14961163
Lesotho,Nutritional deficiencies,172.2995699,0.006837883,8.846862524
South Africa,Digestive diseases,11630.0116,0.024473295,21.1636149
South Africa,Neurological disorders,14006.00509,0.02947262,25.48730889
South Africa,Mental disorders,1.788900061,3.76E-06,0.003255336
Colombia,Cardiovascular diseases,68023.45091,0.290436012,134.4173414
Argentina,Self-harm and interpersonal violence,7762.615454,0.02333712,17.53632896
Uruguay,Neoplasms,9575.978777,0.285692354,279.8740494
Uruguay,Musculoskeletal disorders,49.92681959,0.001489324,1.459195086
Uruguay,Other non-communicable diseases,854.1049865,0.025492057,24.96265152
Trinidad and Tobago,Unintentional injuries,231.3524992,0.020276753,16.62248144
Congo,Self-harm and interpersonal violence,744.1626419,0.019610818,15.14658414
Sierra Leone,Respiratory infections and tuberculosis,10680.61006,0.149942862,136.4106329
Sierra Leone,Enteric infections,5720.807899,0.080309673,73.06502362
Sierra Leone,Other infectious diseases,2538.803654,0.035611315,32.42509663
Sierra Leone,Maternal and neonatal disorders,8357.63701,0.117059239,106.7420819
Sierra Leone,Substance use disorders,142.0553807,0.001997196,1.814303142
Sierra Leone,Diabetes and kidney diseases,1861.250622,0.026175429,23.77152371
Peru,HIV/AIDS and sexually transmitted infections,2635.143594,0.018657639,7.932493675
Peru,Respiratory infections and tuberculosis,18721.85612,0.132065721,56.35784159
Peru,Enteric infections,1263.165442,0.008910428,3.802469018
Peru,Other infectious diseases,1111.455416,0.007844402,3.345780882
Peru,Maternal and neonatal disorders,4260.362984,0.030099683,12.82484283
Peru,Substance use disorders,667.9274173,0.004709819,2.010641858
Peru,Diabetes and kidney diseases,9591.044569,0.067636279,28.87163362
Ecuador,Mental disorders,0.102207792,1.17E-06,0.000612529
Australia,Neoplasms,50254.07535,0.294048535,209.8897556
United Kingdom,Digestive diseases,29640.11336,0.048729195,44.48095456
United Kingdom,Neurological disorders,77431.84937,0.127300569,116.2020715
Vietnam,Skin and subcutaneous diseases,1488.130048,0.002454913,1.547866357
Vietnam,Transport injuries,23209.82054,0.038263293,24.14150591
United Kingdom,HIV/AIDS and sexually transmitted infections,335.4616233,0.000551519,0.503427671
United Kingdom,Respiratory infections and tuberculosis,37366.79606,0.061432328,56.07639678
United Kingdom,Enteric infections,1266.83252,0.002082715,1.901137121
United Kingdom,Other infectious diseases,1094.402797,0.001799231,1.642371623
United Kingdom,Maternal and neonatal disorders,1735.056233,0.002852526,2.603801022
United Kingdom,Substance use disorders,5330.783152,0.008763893,7.999912829
United Kingdom,Diabetes and kidney diseases,12240.34137,0.020123432,18.36909534
Botswana,Unintentional injuries,309.2729465,0.021718819,13.5536471
Botswana,Self-harm and interpersonal violence,382.3508625,0.026860706,16.75623012
Thailand,HIV/AIDS and sexually transmitted infections,19445.94388,0.041671507,27.53366556
Thailand,Respiratory infections and tuberculosis,42433.2314,0.090824526,60.08154756
Thailand,Enteric infections,5523.665018,0.011822442,7.821000936
Thailand,Other infectious diseases,4086.718247,0.008746833,5.78641665
Thailand,Maternal and neonatal disorders,2510.135516,0.005378778,3.554120707
Thailand,Substance use disorders,3027.935615,0.0064777,4.287277958
Thailand,Diabetes and kidney diseases,36769.09319,0.078689712,52.06164952
Micronesia,Chronic respiratory diseases,43.12335959,0.057712739,41.49416905
Micronesia,Self-harm and interpersonal violence,22.80842962,0.030451517,21.94673243
Czechia,Digestive diseases,4519.911562,0.040901623,42.66993409
Czechia,Neurological disorders,8982.941947,0.081295331,84.8028851
Singapore,Neglected tropical diseases and malaria,2.523698496,0.000127181,0.04532113
eSwatini,Digestive diseases,253.211857,0.024983362,22.51901905
Singapore,Neoplasms,5448.964141,0.274624836,97.85369139
Singapore,Musculoskeletal disorders,29.62083464,0.001492841,0.531937435
Singapore,Other non-communicable diseases,420.4422593,0.021192996,7.550394172
Singapore,Skin and subcutaneous diseases,79.28950412,0.003995627,1.42389828
Suriname,Substance use disorders,28.57327424,0.006644114,4.991286106
Suriname,Diabetes and kidney diseases,435.5839362,0.10133963,76.08942645
Trinidad and Tobago,Chronic respiratory diseases,251.9622118,0.022083251,18.10327186
Eq. Guinea,Skin and subcutaneous diseases,17.5200642,0.002403617,1.302577061
Eq. Guinea,Transport injuries,231.8850293,0.031875057,17.24012632
Eq. Guinea,Unintentional injuries,172.9144945,0.023754319,12.85580072
Australia,Musculoskeletal disorders,804.590842,0.004708973,3.360431448
Australia,Other non-communicable diseases,3196.84113,0.018710862,13.35183662
Marshall Is.,HIV/AIDS and sexually transmitted infections,3.189161135,0.007705075,5.66351348
Marshall Is.,Respiratory infections and tuberculosis,24.87884179,0.059950546,44.18141633
Marshall Is.,Enteric infections,2.259237526,0.005446282,4.012096486
Andorra,Neglected tropical diseases and malaria,0.004820384,8.62E-06,0.006028041
Canada,Musculoskeletal disorders,1157.438065,0.004142444,3.216632069
Canada,Other non-communicable diseases,5214.045786,0.018662373,14.49033636
Canada,Skin and subcutaneous diseases,524.6175564,0.001878089,1.457962811
Rwanda,Chronic respiratory diseases,2106.398532,0.030894675,16.77847378
Rwanda,Digestive diseases,4855.545917,0.071163302,38.67675022
Costa Rica,Self-harm and interpersonal violence,880.0540955,0.037363208,18.91070995
Namibia,Maternal and neonatal disorders,889.5688571,0.052361956,37.79765811
Namibia,Substance use disorders,66.14868835,0.003891258,2.81064865
Namibia,Diabetes and kidney diseases,796.8288789,0.046891318,33.85714922
Luxembourg,HIV/AIDS and sexually transmitted infections,2.732313904,0.000619278,0.462675399
Luxembourg,Respiratory infections and tuberculosis,148.3137747,0.03358315,25.11466007
Luxembourg,Enteric infections,15.93700524,0.003608512,2.69868709
Hungary,Self-harm and interpersonal violence,2184.711409,0.017901045,22.45943888
Uruguay,Nutritional deficiencies,133.966972,0.003997759,3.91540957
Sao Tome and Principe,Chronic respiratory diseases,85.5483016,0.081284773,42.73014339
Sao Tome and Principe,Self-harm and interpersonal violence,15.56382672,0.014786339,7.773907077
Uruguay,Unintentional injuries,963.0137251,0.02873452,28.14569217
Uruguay,Self-harm and interpersonal violence,886.5154551,0.0264459,25.90990186
Lebanon,Enteric infections,113.9274807,0.003389391,1.33843697
Lebanon,Other infectious diseases,185.6925293,0.005526373,2.181543424
Lebanon,Maternal and neonatal disorders,596.1618718,0.017699939,7.003798243
Lebanon,Substance use disorders,364.5272488,0.010857706,4.282520277
Lebanon,Diabetes and kidney diseases,2210.95389,0.065854609,25.97461479
Algeria,Cardiovascular diseases,79389.07324,0.472845569,196.1982639
Algeria,Chronic respiratory diseases,5508.419832,0.032807776,13.61323874
Zimbabwe,Cardiovascular diseases,16976.90237,0.144307358,115.3811731
Bosnia and Herz.,Digestive diseases,1135.887604,0.030690192,33.41593368
Andorra,Substance use disorders,4.009680514,0.007165662,5.014231593
Andorra,Diabetes and kidney diseases,11.06542024,0.019781959,13.83765603
Paraguay,Musculoskeletal disorders,119.6949133,0.003659054,1.726906544
Bermuda,Neurological disorders,50.08656668,0.095168507,76.01995821
Bermuda,Mental disorders,0.000434149,8.25E-07,0.000658939
Bermuda,HIV/AIDS and sexually transmitted infections,6.963227205,0.013240966,10.56858707
United States of America,Musculoskeletal disorders,9697.361004,0.003393436,2.985282028
United States of America,Other non-communicable diseases,59636.7831,0.020869018,18.35887276
South Africa,Musculoskeletal disorders,799.9252997,0.001683328,1.455657275
South Africa,Other non-communicable diseases,7157.440204,0.015060653,13.02469106
South Africa,Nutritional deficiencies,1841.045414,0.003873977,3.350226765
Saint Lucia,Cardiovascular diseases,422.1345884,0.31748176,239.2043725
Bolivia,Nutritional deficiencies,641.4932787,0.0096423,5.557425043
eSwatini,Neglected tropical diseases and malaria,12.56932487,0.001241861,1.117834171
Canada,Transport injuries,3158.619791,0.011304218,8.778109185
United States of America,Neglected tropical diseases and malaria,181.2613381,6.34E-05,0.055800358
Oman,Skin and subcutaneous diseases,46.85842662,0.004191896,1.033076186
Oman,Transport injuries,1959.373297,0.175025901,43.19782031
Oman,Unintentional injuries,309.9245402,0.027706837,6.832829976
American Samoa,Diabetes and kidney diseases,56.77394152,0.173096466,102.0549224
Sierra Leone,Digestive diseases,2316.540063,0.032574665,29.58639014
Kuwait,Other non-communicable diseases,313.700991,0.040570798,7.360071973
Colombia,Chronic respiratory diseases,15303.40668,0.065344592,30.24020705
Lebanon,Neglected tropical diseases and malaria,4.509899128,0.000134266,0.052982965
Lebanon,Digestive diseases,833.2276527,0.024818165,9.788882259
Lebanon,Neurological disorders,2189.915329,0.065231248,25.72745065
Lebanon,Mental disorders,0.174774008,5.21E-06,0.002053271
Oman,Neoplasms,1276.754457,0.114189233,28.14829093
Andorra,Neurological disorders,68.35869584,0.122170943,85.48469912
Andorra,Mental disorders,0.015447049,2.76E-05,0.019317021
Luxembourg,Chronic respiratory diseases,236.7250284,0.053601461,40.08574815
Luxembourg,Digestive diseases,227.1298025,0.051421514,38.46094399
Malaysia,HIV/AIDS and sexually transmitted infections,1603.623774,0.009718474,5.233788475
Malaysia,Respiratory infections and tuberculosis,24980.67413,0.151257448,81.53007364
Malaysia,Enteric infections,931.1386438,0.005642097,3.038981326
Malaysia,Other infectious diseases,2093.232753,0.012675065,6.83173799
Malaysia,Maternal and neonatal disorders,1594.135014,0.009662097,5.202819766
Malaysia,Substance use disorders,855.5747611,0.005180634,2.792361524
Malaysia,Diabetes and kidney diseases,6576.508792,0.039825387,21.4639222
Iraq,Digestive diseases,2006.992903,0.013188119,4.634612131
Iraq,Neurological disorders,4597.073933,0.030216675,10.61570999
Togo,Neglected tropical diseases and malaria,7112.689058,0.140967364,94.63358739
Togo,Neurological disorders,897.661107,0.017801243,11.94328757
El Salvador,Transport injuries,1458.607801,0.035106899,23.96288034
El Salvador,Unintentional injuries,1024.107048,0.024661455,16.8246424
Papua New Guinea,Cardiovascular diseases,23547.02322,0.27746612,255.1817254
Lesotho,Skin and subcutaneous diseases,34.35820073,0.001360931,1.764149955
Lesotho,Transport injuries,832.0552794,0.032988496,42.72255975
Pakistan,HIV/AIDS and sexually transmitted infections,10551.44588,0.007467102,4.923968362
Pakistan,Respiratory infections and tuberculosis,103833.1666,0.073306679,48.45508694
Pakistan,Enteric infections,69338.49026,0.048966497,32.35770114
Pakistan,Other infectious diseases,46840.71363,0.033082951,21.85882339
Pakistan,Maternal and neonatal disorders,203469.0288,0.143865811,94.95144762
Pakistan,Substance use disorders,2546.799862,0.001797441,1.188497016
Vietnam,Musculoskeletal disorders,718.8281685,0.00118525,0.747683268
Vietnam,Other non-communicable diseases,11399.99916,0.018815436,11.85761634
Nigeria,Musculoskeletal disorders,955.7937916,0.00060169,0.463779569
Gabon,Skin and subcutaneous diseases,42.35521513,0.0038052,2.487503518
Australia,Skin and subcutaneous diseases,520.9474232,0.00304716,2.175774334
New Zealand,Neglected tropical diseases and malaria,0.59200745,1.81E-05,0.013308398
eSwatini,Neurological disorders,166.7364241,0.016456304,14.82845533
eSwatini,Mental disorders,0.020898084,2.06E-06,0.00185854
Gabon,Musculoskeletal disorders,17.45237064,0.001566737,1.024970201
Gabon,Other non-communicable diseases,350.7617822,0.031496029,20.60008819
Maldives,Cardiovascular diseases,422.0126293,0.367165111,92.02176714
Maldives,Chronic respiratory diseases,102.1857892,0.088911021,22.28207462
Macedonia,Self-harm and interpersonal violence,231.0936257,0.012089835,10.62583309
Samoa,Neoplasms,117.7593129,0.108644436,59.19981427
Canada,Neurological disorders,31819.62499,0.1138894,88.42980823
Canada,Mental disorders,4.830838192,1.73E-05,0.013425365
Argentina,Cardiovascular diseases,105776.7405,0.318162131,238.957569
Bolivia,Self-harm and interpersonal violence,1354.17992,0.020314127,11.73161692
Ecuador,Nutritional deficiencies,634.0097073,0.007257813,3.799607545
Sao Tome and Principe,Mental disorders,0.002012824,1.92E-06,0.001005376
Sao Tome and Principe,Respiratory infections and tuberculosis,142.5242413,0.135394559,71.18880392
Sao Tome and Principe,Enteric infections,25.56952551,0.024305571,12.77160938
Sao Tome and Principe,Other infectious diseases,27.41770582,0.026046995,13.6947488
Sao Tome and Principe,Maternal and neonatal disorders,64.5629325,0.061348425,32.24825405
Vietnam,Unintentional injuries,31354.57751,0.051718542,32.61320858
Pakistan,Self-harm and interpersonal violence,19145.05385,0.013515293,8.934286401
Austria,Self-harm and interpersonal violence,1491.613743,0.018329263,16.963408
Belgium,Self-harm and interpersonal violence,2284.571788,0.020978479,20.18278001
Ecuador,Musculoskeletal disorders,275.9906835,0.003158945,1.654006668
Ecuador,Other non-communicable diseases,2092.35278,0.023948672,12.53942852
Ecuador,Skin and subcutaneous diseases,89.47152952,0.001024233,0.536201094
Ecuador,Transport injuries,4670.584985,0.053443777,27.99072277
Marshall Is.,Chronic respiratory diseases,23.84758143,0.057460668,42.35003914
Marshall Is.,Digestive diseases,15.44921574,0.037223737,27.43569168
Qatar,Nutritional deficiencies,0.773090249,0.000206552,0.02813989
South Africa,HIV/AIDS and sexually transmitted infections,137000.4485,0.287964915,249.3054033
South Africa,Respiratory infections and tuberculosis,46299.12689,0.097429748,84.25244319
South Africa,Enteric infections,14455.85298,0.030420697,26.30591577
South Africa,Other infectious diseases,5924.463149,0.012466192,10.78099153
South Africa,Maternal and neonatal disorders,11817.30422,0.024863643,21.50443905
South Africa,Substance use disorders,1401.199423,0.002948898,2.549820758
South Africa,Diabetes and kidney diseases,31832.58221,0.066985762,57.9270713
Colombia,Self-harm and interpersonal violence,18155.27912,0.077476024,35.87563286
Uruguay,Skin and subcutaneous diseases,181.9537211,0.005424787,5.317902839
Uruguay,Transport injuries,656.0590991,0.019572588,19.17442812
Togo,Chronic respiratory diseases,1294.08169,0.025642369,17.21762215
Togo,Digestive diseases,1728.289097,0.034251864,22.9947065
Botswana,Neglected tropical diseases and malaria,13.60983102,0.000955752,0.596440293
Austria,Neurological disorders,9009.92602,0.110728665,102.4655692
Austria,Mental disorders,3.947302389,4.85E-05,0.044890778
Dem. Rep. Congo,Self-harm and interpersonal violence,11061.70573,0.017228929,13.67589883
Eq. Guinea,Nutritional deficiencies,51.36694705,0.007051001,3.819016081
Czechia,HIV/AIDS and sexually transmitted infections,28.99892224,0.000262547,0.273762458
Czechia,Respiratory infections and tuberculosis,3287.678439,0.029753173,31.03711663
Czechia,Enteric infections,265.3440892,0.002401186,2.50496379
Czechia,Other infectious diseases,124.0931578,0.001122972,1.171493467
Czechia,Maternal and neonatal disorders,124.4990828,0.001127299,1.175325576
Czechia,Substance use disorders,585.8078379,0.005300705,5.530281178
Czechia,Diabetes and kidney diseases,4217.987203,0.038171806,39.81963662
Iraq,Mental disorders,0.12391714,8.14E-07,0.000286153
Iraq,HIV/AIDS and sexually transmitted infections,223.1036105,0.00146516,0.515197985
Iraq,Respiratory infections and tuberculosis,4338.375467,0.028489747,10.01831523
Iraq,Enteric infections,970.2984431,0.006370386,2.240644164
Iraq,Other infectious diseases,2350.001061,0.01542961,5.426697528
Iraq,Maternal and neonatal disorders,12552.45487,0.082354323,28.9865298
Malta,Cardiovascular diseases,1568.585668,0.393011764,361.0323415
Chile,Neoplasms,30116.49106,0.268103091,168.0773314
Bermuda,Digestive diseases,17.22419501,0.032727298,26.14239049
St. Vin. and Gren.,Nutritional deficiencies,6.922260738,0.006886554,6.066217598
St. Vin. and Gren.,Neoplasms,193.5274773,0.192526476,169.5948525
Bulgaria,Cardiovascular diseases,65619.12744,0.609736653,930.4590178
Bulgaria,Chronic respiratory diseases,3299.200096,0.030655971,46.78164127
Greenland,HIV/AIDS and sexually transmitted infections,1.686123088,0.003760217,3.002605773
Greenland,Respiratory infections and tuberculosis,16.55992167,0.03690876,29.48949383
Greenland,Enteric infections,1.28472579,0.002862419,2.287807517
Greenland,Other infectious diseases,2.198983107,0.004899594,3.915894054
Greenland,Maternal and neonatal disorders,4.997485553,0.011128788,8.899397133
Guam,Cardiovascular diseases,518.0746157,0.413841615,308.6777018
Saint Lucia,Chronic respiratory diseases,53.25604373,0.040052081,30.17776527
Saint Lucia,Self-harm and interpersonal violence,46.80826099,0.035200484,26.52410157
Pakistan,Digestive diseases,72646.90984,0.05129126,33.90161782
Pakistan,Neurological disorders,32897.94632,0.023243784,15.35225113
Sao Tome and Principe,HIV/AIDS and sexually transmitted infections,2.449902611,0.002332536,1.223691036
Libya,Digestive diseases,878.446986,0.025482983,12.71501068
Libya,Neurological disorders,1893.069087,0.054955503,27.40107718
Montenegro,Neoplasms,1400.631813,0.215386044,223.6295216
Montenegro,Skin and subcutaneous diseases,0.906126557,0.000139323,0.144675172
Montenegro,Transport injuries,60.57289179,0.009313505,9.671268839
Montenegro,Unintentional injuries,103.103248,0.015853974,16.46180659
Switzerland,Neglected tropical diseases and malaria,3.027312047,4.69E-05,0.035229621
Guatemala,Skin and subcutaneous diseases,148.620069,0.001667605,0.878150804
Guatemala,Transport injuries,2839.575043,0.031867695,16.77818564
Honduras,Neglected tropical diseases and malaria,177.9201286,0.004003916,1.873077172
Samoa,Skin and subcutaneous diseases,5.267252061,0.004859572,2.647946358
Samoa,Transport injuries,19.40069292,0.01789573,9.753092044
El Salvador,Neoplasms,5637.743435,0.135747922,92.62021716
El Salvador,Skin and subcutaneous diseases,99.08491992,0.00238662,1.627826258
Spain,Chronic respiratory diseases,33489.80902,0.08040576,72.19309641
Spain,Digestive diseases,21592.74,0.051840982,46.54689908
Paraguay,Other non-communicable diseases,820.3874191,0.025126131,11.83619556
Guatemala,Nutritional deficiencies,2046.933866,0.022973004,12.0947099
Namibia,Neurological disorders,501.5262686,0.02950677,21.30978202
Namibia,Mental disorders,0.035891316,2.11E-06,0.001525017
