country,cause,deaths,pct_of_total_deaths,deaths_per_100K
Slovenia,Maternal and neonatal disorders,18.54983665,0.000932734,0.89662278
United States of America,Cardiovascular diseases,902270.4677,0.315734466,277.7592595
United States of America,Chronic respiratory diseases,196983.0061,0.068930981,60.64019146
Kenya,Chronic respiratory diseases,6870.903604,0.023785531,14.21759143
Mauritius,Neglected tropical diseases and malaria,1.815309114,0.000175644,0.142700417
Chad,Nutritional deficiencies,4335.826351,0.029534462,28.48378649
Honduras,HIV/AIDS and sexually transmitted infections,106.522185,0.002406334,1.121426083
Honduras,Respiratory infections and tuberculosis,1395.869724,0.031432086,14.69519911
Honduras,Enteric infections,1260.983345,0.028400808,13.2751653
Honduras,Other infectious diseases,488.8671586,0.011022898,5.146612259
Honduras,Maternal and neonatal disorders,1738.549892,0.03925437,18.30280891
Honduras,Substance use disorders,517.495156,0.011637285,5.447997205
Honduras,Diabetes and kidney diseases,1721.209974,0.038720553,18.12026068
Mexico,Cardiovascular diseases,161782.7304,0.227440829,127.8210385
Iceland,Mental disorders,0.011840937,5.37E-06,0.003508732
Puerto Rico,Self-harm and interpersonal violence,1047.86627,0.030351455,28.5842852
Syria,HIV/AIDS and sexually transmitted infections,24.98774564,0.00021878,0.13781633
Syria,Respiratory infections and tuberculosis,2019.411992,0.017640302,11.13777741
Syria,Enteric infections,150.05896,0.001311767,0.827628687
Tunisia,Cardiovascular diseases,34122.26834,0.514909839,298.2146643
Samoa,Neurological disorders,59.4314634,0.054819744,29.87731084
Samoa,Mental disorders,0.007068832,6.51E-06,0.003553634
Samoa,HIV/AIDS and sexually transmitted infections,11.11474669,0.010307482,5.587591532
Samoa,Respiratory infections and tuberculosis,60.28764853,0.055617207,30.30773115
Samoa,Enteric infections,8.037038292,0.00741463,4.040369823
Slovenia,Substance use disorders,222.5985993,0.011183215,10.7595004
Slovenia,Diabetes and kidney diseases,512.9060475,0.025768384,24.79176796
Kenya,HIV/AIDS and sexually transmitted infections,49505.07006,0.171320756,102.43818
Chad,Neoplasms,6619.643069,0.045218362,43.4870967
Chad,Musculoskeletal disorders,73.51460139,0.000501987,0.482946972
Chad,Other non-communicable diseases,5081.351582,0.034618005,33.38144146
Georgia,Neurological disorders,2710.874629,0.053613137,73.43913
Georgia,Mental disorders,0.179594882,3.55E-06,0.004865327
United Arab Emirates,Neglected tropical diseases and malaria,3.174167836,0.000120479,0.032608744
Cuba,Neoplasms,26203.05799,0.258268314,230.3227609
Mauritius,Neurological disorders,561.3086569,0.054328439,44.12415419
Mauritius,Mental disorders,0.004412144,4.27E-07,0.000346836
United States of America,Self-harm and interpersonal violence,69308.47733,0.024252804,21.33625341
Russia,Musculoskeletal disorders,1827.828419,0.000996241,1.250311291
Russia,Other non-communicable diseases,14164.03628,0.007720012,9.688794803
Russia,Skin and subcutaneous diseases,2299.909621,0.00125352,1.573234631
Mexico,Self-harm and interpersonal violence,50867.21642,0.071511761,40.18908823
Russia,Nutritional deficiencies,990.9011523,0.000540083,0.677817943
Liberia,Cardiovascular diseases,4414.236458,0.141663501,93.46971451
Guinea-Bissau,HIV/AIDS and sexually transmitted infections,1684.367611,0.108667997,90.77504004
Guinea-Bissau,Respiratory infections and tuberculosis,2011.966839,0.129795828,108.4302317
Guinea-Bissau,Enteric infections,1400.042276,0.090218095,75.45199324
Guinea-Bissau,Other infectious diseases,985.9162603,0.06351588,53.1336434
Guinea-Bissau,Maternal and neonatal disorders,1782.460814,0.11479314,96.06154305
Mauritius,Substance use disorders,95.42858659,0.009234047,7.501586903
Mauritius,Diabetes and kidney diseases,2799.140306,0.270893799,220.038827
Mexico,Chronic respiratory diseases,34315.87275,0.048242676,27.11222935
Iceland,Substance use disorders,23.62268466,0.010717915,6.999924951
Iceland,Diabetes and kidney diseases,48.91427642,0.022193908,14.49438406
Chad,Skin and subcutaneous diseases,139.9290439,0.000955348,0.919250146
Chad,Transport injuries,2757.16076,0.018809604,18.11289753
U.S. Virgin Is.,Neoplasms,308.3426945,0.245298006,293.7930375
Tunisia,Self-harm and interpersonal violence,476.1589769,0.00718178,4.161434641
Turkey,Neoplasms,92759.99221,0.230535963,115.2916019
Georgia,Substance use disorders,143.3798741,0.002835607,3.884242046
Georgia,Diabetes and kidney diseases,1994.809897,0.039450955,54.04053061
Cuba,Skin and subcutaneous diseases,174.955252,0.001724648,1.537842518
Cuba,Transport injuries,1199.319433,0.011819223,10.54192084
Cuba,Unintentional injuries,4056.911655,0.039995077,35.6599254
Liberia,Chronic respiratory diseases,554.3369836,0.017783405,11.73786681
Liberia,Self-harm and interpersonal violence,444.3577265,0.014251428,9.409099453
Mozambique,Digestive diseases,7117.577268,0.027734603,23.69737044
United Arab Emirates,Mental disorders,0.14859937,5.66E-06,0.001526586
Mexico,HIV/AIDS and sexually transmitted infections,6080.613972,0.008548619,4.804161671
Madagascar,Cardiovascular diseases,34526.31856,0.187046185,132.2402369
Samoa,Other infectious diseases,16.68176971,0.015391537,8.386238373
Samoa,Maternal and neonatal disorders,30.62298118,0.028252646,15.39474674
Samoa,Substance use disorders,1.849422216,0.001706548,0.92973922
Samoa,Diabetes and kidney diseases,135.5943593,0.125127425,68.16582644
Cote d'Ivoire,Neglected tropical diseases and malaria,17189.22622,0.092785107,68.85252951
Belarus,Cardiovascular diseases,73014.23989,0.603719407,769.2965444
Ireland,Digestive diseases,1144.509391,0.037148375,23.54689964
Ireland,Neurological disorders,3337.6645,0.108336435,68.66841953
Nicaragua,Cardiovascular diseases,6033.240671,0.260347255,94.31993647
Mozambique,Neurological disorders,3958.989066,0.015431288,13.18111865
Mozambique,Mental disorders,0.102559645,4.00E-07,0.000341464
Mozambique,HIV/AIDS and sexually transmitted infections,64800.32167,0.252087441,215.7471805
Mozambique,Respiratory infections and tuberculosis,33376.54802,0.129988506,111.1243887
Mozambique,Enteric infections,12896.33167,0.05023263,42.93724359
U.S. Virgin Is.,Transport injuries,17.42022709,0.013858362,16.59822503
U.S. Virgin Is.,Unintentional injuries,31.97880449,0.025457044,30.46983202
Kazakhstan,Digestive diseases,9114.560355,0.067713024,50.90700524
Cote d'Ivoire,Musculoskeletal disorders,145.1442319,0.000784922,0.581384373
Dominica,Nutritional deficiencies,2.26377473,0.003290877,3.284016321
Madagascar,Self-harm and interpersonal violence,2195.799981,0.01189164,8.410196102
Solomon Is.,Chronic respiratory diseases,215.8045607,0.052248017,33.84602964
Solomon Is.,Digestive diseases,114.816488,0.027769738,18.00741488
Nicaragua,Self-harm and interpersonal violence,844.8323357,0.036436143,13.20758388
Panama,Neoplasms,3518.505071,0.1853949,89.73298059
Mozambique,Other infectious diseases,6736.677023,0.026231532,22.42919535
Mozambique,Maternal and neonatal disorders,21464.22464,0.083491066,71.46331727
Mozambique,Substance use disorders,772.8406746,0.003010337,2.573107543
Mozambique,Diabetes and kidney diseases,6993.676873,0.027248998,23.28485458
Cote d'Ivoire,Other non-communicable diseases,7999.247574,0.043223954,32.04149056
Belarus,Chronic respiratory diseases,2064.896894,0.017073449,21.75627724
Belarus,Self-harm and interpersonal violence,3010.226002,0.02488842,31.7165044
Ireland,Mental disorders,0.191711752,6.22E-06,0.003944238
Ireland,HIV/AIDS and sexually transmitted infections,11.98328692,0.00038915,0.246541668
Ireland,Respiratory infections and tuberculosis,1404.446377,0.045587067,28.89478946
Ireland,Enteric infections,39.91981493,0.001295749,0.821302021
Ireland,Other infectious diseases,52.29227682,0.001697271,1.075850495
Ireland,Maternal and neonatal disorders,87.58415986,0.002844531,1.801938401
China,Mental disorders,39.87020292,3.81E-06,0.002822708
Kazakhstan,Neurological disorders,5545.272057,0.041203341,30.97167419
Kazakhstan,Mental disorders,0.717588243,5.33E-06,0.004007902
Panama,Skin and subcutaneous diseases,66.78787982,0.003518897,1.703301659
Yemen,Digestive diseases,3489.711894,0.021163848,11.46078242
Dominica,Neoplasms,158.1489704,0.229910858,229.4237996
Dominica,Musculoskeletal disorders,1.613591668,0.002345605,2.340807724
Dominica,Other non-communicable diseases,18.34211873,0.026661039,26.60857393
Malawi,Neoplasms,10092.60031,0.078007776,58.70788884
Solomon Is.,HIV/AIDS and sexually transmitted infections,147.9339623,0.035870222,23.20144327
Solomon Is.,Respiratory infections and tuberculosis,520.967987,0.126100949,81.70679005
The Gambia,Neglected tropical diseases and malaria,199.9663895,0.014643507,9.377045472
The Gambia,Neurological disorders,381.4136459,0.027967701,17.88567124
The Gambia,Mental disorders,0.009159628,6.71E-07,0.000429523
Antigua and Barb.,Nutritional deficiencies,2.298385118,0.004078688,2.583693241
Panama,Transport injuries,526.2553627,0.027725819,13.42117214
Panama,Unintentional injuries,502.8238284,0.026490677,12.82359409
Turkey,Transport injuries,9303.466923,0.023121333,11.56329985
Turkey,Unintentional injuries,9015.268163,0.022410272,11.20509697
Yemen,Neurological disorders,3558.526415,0.021629257,11.68678051
Yemen,Mental disorders,0.034440934,2.09E-07,0.00011311
Yemen,HIV/AIDS and sexually transmitted infections,488.1128744,0.002987322,1.603042205
Yemen,Respiratory infections and tuberculosis,7390.088434,0.044684622,24.27025443
Malawi,Transport injuries,2383.550577,0.01842359,13.86493253
Kazakhstan,HIV/AIDS and sexually transmitted infections,262.8049034,0.001953314,1.467828406
Kazakhstan,Respiratory infections and tuberculosis,4522.393396,0.033599906,25.25865158
Kazakhstan,Enteric infections,103.4149061,0.00076835,0.577597049
Kazakhstan,Other infectious diseases,613.9601239,0.00456151,3.429114519
Kazakhstan,Maternal and neonatal disorders,2100.583537,0.015605168,11.73226277
Kazakhstan,Substance use disorders,2459.169759,0.018269958,13.73505281
Kazakhstan,Diabetes and kidney diseases,2667.66961,0.019820177,14.89957448
Kyrgyzstan,Cardiovascular diseases,16556.54507,0.48838649,259.972491
Venezuela,Nutritional deficiencies,445.5755664,0.002584089,1.445184578
Antigua and Barb.,Musculoskeletal disorders,1.869689431,0.003319686,2.101781772
Antigua and Barb.,Other non-communicable diseases,15.65195967,0.027774724,17.59490265
United Arab Emirates,Nutritional deficiencies,9.017846108,0.000343105,0.092641805
United Arab Emirates,Neoplasms,5107.445349,0.193764437,52.46961949
Malawi,Unintentional injuries,3317.695674,0.025640476,19.29878355
Venezuela,Neoplasms,30237.864,0.175181163,98.07381289
Venezuela,Musculoskeletal disorders,571.5310019,0.003311819,1.85370979
Venezuela,Other non-communicable diseases,3293.154637,0.019103822,10.68105312
Yemen,Enteric infections,8730.892492,0.052836897,28.67367341
Yemen,Other infectious diseases,3178.790865,0.019235946,10.4396671
Yemen,Maternal and neonatal disorders,20200.69283,0.122849818,66.34236643
Yemen,Substance use disorders,430.163647,0.002605952,1.412727501
Yemen,Diabetes and kidney diseases,4108.187763,0.024911825,13.49195793
Kyrgyzstan,Chronic respiratory diseases,1392.769206,0.041083609,21.86939837
United Arab Emirates,Musculoskeletal disorders,31.00031626,0.001177342,0.318471308
United Arab Emirates,Other non-communicable diseases,696.7815711,0.026564334,7.15815078
United Arab Emirates,Skin and subcutaneous diseases,20.52490726,0.000778972,0.210855722
Venezuela,Skin and subcutaneous diseases,61.68299662,0.000357525,0.200063294
Venezuela,Transport injuries,7646.099831,0.044260824,24.79944232
Mauritius,Nutritional deficiencies,13.71359946,0.001327318,1.078018252
Mauritius,Neoplasms,1393.886884,0.134896092,109.572655
Ireland,Substance use disorders,278.1589383,0.009027076,5.7227845
Ireland,Diabetes and kidney diseases,998.7382135,0.032417152,20.54783357
The Gambia,Enteric infections,754.240947,0.055174944,35.36870209
The Gambia,Other infectious diseases,501.0782653,0.036664314,23.49711715
The Gambia,Maternal and neonatal disorders,1528.299871,0.111712853,71.6667307
The Gambia,Substance use disorders,45.52461767,0.003336365,2.134790807
Dominica,Skin and subcutaneous diseases,8.41347214,0.012230623,12.20526913
Dominica,Transport injuries,12.22268924,0.01776727,17.73123024
Solomon Is.,Enteric infections,62.47651869,0.015131588,9.798597845
Tonga,Cardiovascular diseases,168.2168496,0.240042867,163.5745284
Estonia,Cardiovascular diseases,7743.681694,0.506254935,589.07771
The Gambia,Diabetes and kidney diseases,536.4035166,0.039317592,25.15362796
Ghana,Chronic respiratory diseases,4394.133563,0.021797906,14.54756208
Israel,Chronic respiratory diseases,1812.251608,0.039675742,20.25043585
Israel,Digestive diseases,1807.963021,0.039580405,20.20251438
Antigua and Barb.,Skin and subcutaneous diseases,3.923595901,0.006964257,4.410648211
Bahamas,Neglected tropical diseases and malaria,0.433875365,0.00017232,0.115564339
Dominican Rep.,Neglected tropical diseases and malaria,106.2576478,0.001585818,1.016649374
Dominican Rep.,Nutritional deficiencies,158.0469837,0.002357098,1.512158141
Tonga,Self-harm and interpersonal violence,7.943783752,0.0113459,7.724557228
Ghana,Digestive diseases,8540.908277,0.042364123,28.27619861
Ghana,Neurological disorders,3924.400409,0.019473905,12.99242678
Kyrgyzstan,Digestive diseases,2495.041806,0.073595832,39.1773906
Estonia,Unintentional injuries,358.0804228,0.023407588,27.23991039
Estonia,Self-harm and interpersonal violence,278.8818341,0.018227878,21.21511171
Mauritius,Musculoskeletal disorders,18.22717345,0.001763809,1.432827735
Mauritius,Other non-communicable diseases,126.792766,0.012273256,9.967107204
Mauritius,Skin and subcutaneous diseases,25.94033472,0.002510439,2.039154955
Mauritius,Transport injuries,173.391987,0.016778837,13.63024546
United Arab Emirates,Transport injuries,3690.431781,0.139773582,37.91240788
United Arab Emirates,Unintentional injuries,1744.545222,0.066044543,17.92199773
Yemen,Neglected tropical diseases and malaria,131.0728217,0.000794331,0.430464501
Israel,HIV/AIDS and sexually transmitted infections,45.20485796,0.0009902,0.505127474
Israel,Respiratory infections and tuberculosis,2303.31473,0.050427771,25.73766632
Israel,Enteric infections,297.8803365,0.006521635,3.328570171
Brazil,Neglected tropical diseases and malaria,7823.143254,0.00579863,3.693424891
Bahamas,Mental disorders,0.005500052,2.18E-06,0.00146496
Ghana,HIV/AIDS and sexually transmitted infections,15132.79099,0.075106622,50.09980083
Ghana,Respiratory infections and tuberculosis,26915.44859,0.133510804,89.10838818
Ghana,Enteric infections,9227.829951,0.045733161,30.55037521
Ghana,Other infectious diseases,6332.980057,0.031394554,20.96645885
Ghana,Maternal and neonatal disorders,18056.43228,0.089526015,59.77903624
Mozambique,Neglected tropical diseases and malaria,18838.9241,0.073305601,62.72260159
Yemen,Nutritional deficiencies,745.3607574,0.004496171,2.447886164
Vanuatu,Neoplasms,274.2009143,0.122648334,95.35177191
Latvia,Neoplasms,5620.686986,0.200331772,288.9178548
Brazil,Neurological disorders,88659.31659,0.065715074,41.85741154
Brazil,Mental disorders,8.83972805,6.55E-06,0.00417337
Kyrgyzstan,HIV/AIDS and sexually transmitted infections,189.4972421,0.005590369,2.97550424
Kyrgyzstan,Respiratory infections and tuberculosis,1333.104429,0.039320461,20.9325362
Kyrgyzstan,Enteric infections,144.6775226,0.004267143,2.271740617
Mozambique,Nutritional deficiencies,2552.629404,0.009939983,8.498763317
Israel,Other infectious diseases,148.7866127,0.003256959,1.662569227
Italy,Cardiovascular diseases,216584.9446,0.348146537,357.4157616
Yemen,Musculoskeletal disorders,91.35003244,0.000553535,0.30000839
Yemen,Other non-communicable diseases,7568.555201,0.045772759,24.85636838
Ghana,Substance use disorders,962.5920062,0.004774671,3.186832345
Ghana,Diabetes and kidney diseases,8830.125156,0.043802886,29.23370262
Guinea,Cardiovascular diseases,16151.05223,0.149054063,136.6418794
Guinea,Chronic respiratory diseases,2898.266908,0.026744991,24.5200518
Yemen,Skin and subcutaneous diseases,44.22818357,0.000268204,0.145252561
Brazil,Substance use disorders,13071.85076,0.009688972,6.171419518
Brazil,Diabetes and kidney diseases,91874.97931,0.068098575,43.37557481
Vanuatu,Transport injuries,55.90824112,0.024924592,19.44176542
Mozambique,Musculoskeletal disorders,281.3173124,0.001096114,0.936622156
Mozambique,Other non-communicable diseases,10038.35662,0.039073559,33.42185781
Italy,Chronic respiratory diseases,29044.27525,0.046688097,47.92984008
Italy,Self-harm and interpersonal violence,4812.272201,0.007734756,7.941373473
Guinea,Self-harm and interpersonal violence,1541.637588,0.014222092,13.04263365
Latvia,Skin and subcutaneous diseases,42.07566443,0.001499785,2.162798024
Latvia,Transport injuries,239.434559,0.008534372,12.30755588
Rwanda,Neglected tropical diseases and malaria,3166.51772,0.046379967,25.22283118
Luxembourg,Neoplasms,1306.017653,0.295649371,221.1540328
Vanuatu,Unintentional injuries,96.12519221,0.042863957,33.42697608
Vanuatu,Self-harm and interpersonal violence,50.3156548,0.022399028,17.49697608
Latvia,Unintentional injuries,793.3586286,0.028275871,40.78068635
Guinea-Bissau,Cardiovascular diseases,2222.093895,0.14344816,119.7545364
Guinea-Bissau,Unintentional injuries,473.7980237,0.030562784,25.53423272
Afghanistan,Cardiovascular diseases,56118.58188,0.247805765,170.808037
Afghanistan,Unintentional injuries,10562.72665,0.046579855,32.14975405
Barbados,Digestive diseases,93.86331159,0.033783561,31.72302935
Barbados,Neurological disorders,212.7850555,0.076603645,71.91506935
Barbados,Mental disorders,0.004708931,1.69E-06,0.00159148
Guinea-Bissau,Self-harm and interpersonal violence,291.918559,0.018831851,15.73226575
Lithuania,Nutritional deficiencies,4.385950093,0.000107239,0.154020131
Lithuania,Neoplasms,8075.05041,0.197435062,283.5691911
Liberia,Neoplasms,2117.893455,0.067953132,44.8455579
Barbados,HIV/AIDS and sexually transmitted infections,26.485702,0.009542738,8.951385666
Barbados,Respiratory infections and tuberculosis,184.8010523,0.066529286,62.45730208
Barbados,Enteric infections,4.330782835,0.001559124,1.463676794
Barbados,Other infectious diseases,14.73333043,0.005303045,4.979430895
Barbados,Maternal and neonatal disorders,20.23101918,0.007288447,6.837487452
Barbados,Substance use disorders,9.292544979,0.003344294,3.140605974
Barbados,Diabetes and kidney diseases,331.7451258,0.119407266,112.1200625
Belize,Chronic respiratory diseases,68.63947644,0.036620454,17.37891134
Liberia,Skin and subcutaneous diseases,41.24322743,0.001323024,0.87330906
Liberia,Transport injuries,529.0754,0.016953306,11.20296275
Liberia,Unintentional injuries,819.5182566,0.026250348,17.35297559
Lithuania,Musculoskeletal disorders,49.42982878,0.001208481,1.735812886
Lithuania,Other non-communicable diseases,275.6170556,0.006739495,9.67876379
Lithuania,Skin and subcutaneous diseases,43.68047872,0.001067903,1.533914637
Lithuania,Transport injuries,354.5876205,0.008669406,12.45195009
Afghanistan,Chronic respiratory diseases,6917.373453,0.030545585,21.05439841
Belize,Digestive diseases,92.12998631,0.049151697,23.3265017
Afghanistan,Digestive diseases,5168.969128,0.022815659,15.73278299
Moldova,Neglected tropical diseases and malaria,2.267754052,5.42E-05,0.060931312
Armenia,Neglected tropical diseases and malaria,2.433700241,8.60E-05,0.080393597
Belize,HIV/AIDS and sexually transmitted infections,82.99506655,0.044287669,21.01362041
Belize,Respiratory infections and tuberculosis,124.2508717,0.066274512,31.45922717
Belize,Enteric infections,12.73295174,0.006787379,3.223871318
Belize,Other infectious diseases,9.226048687,0.004919433,2.335954329
Belize,Maternal and neonatal disorders,72.45933623,0.03860937,18.34606622
Cuba,Cardiovascular diseases,37598.49011,0.37064382,330.4876878
Cuba,Chronic respiratory diseases,4405.86972,0.043430567,38.72723858
Moldova,Nutritional deficiencies,2.007230635,4.80E-05,0.05393142
Armenia,Neurological disorders,1580.873822,0.05587367,52.22176956
Armenia,Mental disorders,0.103550924,3.66E-06,0.003420648
Cuba,Self-harm and interpersonal violence,2480.787683,0.024445253,21.80592314
Moldova,Musculoskeletal disorders,23.38507115,0.000559351,0.628323457
Moldova,Other non-communicable diseases,447.5192056,0.010704591,12.02420178
Armenia,Substance use disorders,100.1451758,0.003539495,3.30814403
Armenia,Diabetes and kidney diseases,1571.763621,0.055549803,51.9208279
Russia,Neglected tropical diseases and malaria,128.8517159,7.02E-05,0.088139977
Dominica,Cardiovascular diseases,223.1579943,0.324422443,323.7311936
Dominica,Unintentional injuries,17.6152032,0.025607619,25.55405097
Azerbaijan,Digestive diseases,3940.292211,0.052175104,38.53578762
Dominica,Self-harm and interpersonal violence,11.61026309,0.016877018,16.84279491
Dominican Rep.,Neoplasms,9946.706895,0.148311877,95.16786372
Russia,Neurological disorders,97131.44897,0.052940738,66.44198445
Russia,Mental disorders,5.818649714,3.17E-06,0.0039802
Azerbaijan,Neurological disorders,3131.459681,0.041477684,30.62546094
Azerbaijan,Mental disorders,0.427226082,5.66E-06,0.004178242
Dominican Rep.,Skin and subcutaneous diseases,53.76889235,0.000802389,0.514448719
Dominican Rep.,Transport injuries,3215.900658,0.047928029,30.7690172
Dominican Rep.,Unintentional injuries,1897.839154,0.02829208,18.15809995
Azerbaijan,HIV/AIDS and sexually transmitted infections,41.03446305,0.000543708,0.401314235
Azerbaijan,Respiratory infections and tuberculosis,3778.444732,0.050024495,36.95293037
Azerbaijan,Enteric infections,202.1246531,0.002675109,1.976765246
Azerbaijan,Other infectious diseases,420.5939414,0.00556889,4.113379905
Azerbaijan,Maternal and neonatal disorders,2319.221104,0.030696894,22.68182335
Azerbaijan,Substance use disorders,415.3408817,0.005500656,4.062005341
Azerbaijan,Diabetes and kidney diseases,2934.647503,0.038863363,28.70065133
Georgia,Chronic respiratory diseases,1776.263165,0.035130119,48.11997579
Georgia,Digestive diseases,1938.403355,0.038336726,52.51244541
Georgia,HIV/AIDS and sexually transmitted infections,37.9566832,0.00075078,1.028268058
Georgia,Respiratory infections and tuberculosis,926.9028872,0.018331321,25.1103245
Georgia,Enteric infections,23.57251616,0.000466183,0.638592822
Georgia,Other infectious diseases,116.9524655,0.002313039,3.168308569
Georgia,Maternal and neonatal disorders,351.229021,0.006946343,9.514993225
Kazakhstan,Cardiovascular diseases,67339.27858,0.50033594,376.1060187
Kazakhstan,Chronic respiratory diseases,5614.610894,0.041716002,31.35894822
Kazakhstan,Self-harm and interpersonal violence,5838.435486,0.043377218,32.60906224
Kyrgyzstan,Neoplasms,3709.238877,0.109412051,58.24283183
China,Cardiovascular diseases,4377971.982,0.418861459,309.9492221
Mongolia,Digestive diseases,1835.249819,0.086515616,56.44446722
Mongolia,Neurological disorders,431.2720017,0.020339577,13.26408978
Kyrgyzstan,Transport injuries,919.6066614,0.027125519,14.43975379
Kyrgyzstan,Unintentional injuries,997.8444335,0.029433569,15.66825094
Afghanistan,HIV/AIDS and sexually transmitted infections,925.0227936,0.004083359,2.815490383
Afghanistan,Respiratory infections and tuberculosis,25080.03673,0.110591168,76.33606728
Afghanistan,Enteric infections,7411.569815,0.032676503,22.55858308
Afghanistan,Other infectious diseases,16166.01944,0.07132769,49.20448727
Afghanistan,Maternal and neonatal disorders,31617.23256,0.139345912,96.2333197
Kyrgyzstan,Self-harm and interpersonal violence,863.1638012,0.02546133,13.55348248
Mongolia,Nutritional deficiencies,11.48159078,0.000541272,0.353124827
Bangladesh,Cardiovascular diseases,320562.5823,0.361295008,204.2046987
Bangladesh,Chronic respiratory diseases,82276.07378,0.092732736,52.41148463
Mongolia,HIV/AIDS and sexually transmitted infections,46.35022178,0.00218679,1.425535394
Mongolia,Respiratory infections and tuberculosis,1030.584879,0.048591117,31.69640111
Mongolia,Enteric infections,35.26112688,0.00166319,1.084482068
Mongolia,Other infectious diseases,122.9038049,0.005794157,3.779997532
Mongolia,Maternal and neonatal disorders,973.3706808,0.045921256,29.93673608
Mongolia,Substance use disorders,526.9129493,0.02483808,16.20559794
Mongolia,Diabetes and kidney diseases,427.3891454,0.020149258,13.14466966
North Korea,Digestive diseases,8515.353918,0.036222534,33.11222872
China,Digestive diseases,283661.601,0.027140046,20.08251605
China,Neurological disorders,586178.8129,0.056083912,41.49996113
Bangladesh,Self-harm and interpersonal violence,11981.82387,0.01349912,7.632658546
Tajikistan,Cardiovascular diseases,18268.76549,0.380830216,197.6344057
Tajikistan,Chronic respiratory diseases,1463.651042,0.030508492,15.83400938
Bhutan,Neoplasms,488.275625,0.117879466,50.99962377
Tajikistan,Self-harm and interpersonal violence,753.9610195,0.015713791,8.156470023
Bhutan,Transport injuries,75.972151,0.018341362,7.935172103
Bhutan,Unintentional injuries,232.3653641,0.056116346,24.2701981
Bhutan,Self-harm and interpersonal violence,58.77288834,0.014188855,6.138736074
India,Nutritional deficiencies,43149.89432,0.004354363,3.12553479
India,Neoplasms,929500.1489,0.093799202,67.32774435
India,Other non-communicable diseases,197659.0485,0.019946743,14.31730581
Turkmenistan,Cardiovascular diseases,17556.81759,0.532212531,352.7673256
India,Skin and subcutaneous diseases,20943.70762,0.002113451,1.517043966
India,Transport injuries,244710.9456,0.024694501,17.72547966
India,Unintentional injuries,478468.9227,0.048284429,34.65758811
Nepal,Nutritional deficiencies,758.3753005,0.004150042,2.537091463
Turkmenistan,Self-harm and interpersonal violence,643.5132198,0.019503575,12.93004477
Nepal,Musculoskeletal disorders,534.9822939,0.00292774,1.789745802
Nepal,Other non-communicable diseases,2971.891449,0.016264605,9.942254736
Uzbekistan,Neoplasms,19020.45272,0.092642247,59.0021236
Nepal,Skin and subcutaneous diseases,221.0004412,0.001209677,0.739341501
Pakistan,Neglected tropical diseases and malaria,6821.358372,0.004816759,3.183274899
Pakistan,Mental disorders,2.238237632,1.58E-06,0.001044502
Uzbekistan,Skin and subcutaneous diseases,35.64793737,0.000173743,0.110581175
Uzbekistan,Transport injuries,4113.42264,0.0200327,12.75998393
Uzbekistan,Unintentional injuries,4952.35513,0.024124802,15.36238247
Pakistan,Diabetes and kidney diseases,77819.84178,0.054942511,36.31563326
Albania,Neglected tropical diseases and malaria,3.819737947,0.000175575,0.138088028
Albania,Nutritional deficiencies,4.458937676,0.000205467,0.161195852
Angola,Cardiovascular diseases,21784.66183,0.118282544,77.24427749
Angola,Chronic respiratory diseases,3750.627243,0.020362747,13.29901258
Albania,Musculoskeletal disorders,26.72554273,0.001229492,0.966159866
Angola,Self-harm and interpersonal violence,2705.566326,0.014685644,9.593424848
Albania,Other non-communicable diseases,270.8180402,0.012489371,9.79039131
Bosnia and Herz.,Neglected tropical diseases and malaria,2.476062892,6.69E-05,0.072841673
Bosnia and Herz.,Neurological disorders,2427.360879,0.065591331,71.40894036
Bosnia and Herz.,Mental disorders,0.049436373,1.34E-06,0.001454336
Central African Rep.,Cardiovascular diseases,7278.100909,0.11412979,157.4489421
Central African Rep.,Unintentional injuries,1506.756275,0.023581994,32.59602806
Central African Rep.,Self-harm and interpersonal violence,2830.124844,0.044464743,61.2247849
Congo,Nutritional deficiencies,341.5341415,0.00901086,6.951538979
Bosnia and Herz.,Maternal and neonatal disorders,89.22192826,0.002411927,2.624761488
Bosnia and Herz.,Substance use disorders,141.0803875,0.003812015,4.150351544
Bosnia and Herz.,Diabetes and kidney diseases,2897.80375,0.078293866,85.24859116
Congo,Neoplasms,3275.47968,0.086363332,66.66866327
Sudan,Neglected tropical diseases and malaria,3294.176255,0.015751952,8.183160353
Sudan,Neurological disorders,5766.232669,0.027620257,14.32406857
Congo,Skin and subcutaneous diseases,105.245966,0.002778748,2.142161928
Congo,Transport injuries,1267.82976,0.033393462,25.8052327
Congo,Unintentional injuries,931.9864232,0.024573994,18.96952358
Bulgaria,Digestive diseases,3542.792353,0.032919157,50.23570446
Bulgaria,Neurological disorders,7023.238289,0.06526399,99.58735593
Dem. Rep. Congo,Nutritional deficiencies,13059.48483,0.020321926,16.14580948
Dem. Rep. Congo,Musculoskeletal disorders,562.800178,0.000876208,0.695805736
Bulgaria,Mental disorders,0.231657862,2.15E-06,0.003284837
Bulgaria,HIV/AIDS and sexually transmitted infections,58.41367462,0.000543046,0.828287916
Bulgaria,Respiratory infections and tuberculosis,1667.02645,0.015489977,23.63792165
Bulgaria,Enteric infections,30.12543584,0.000279948,0.427169402
Bulgaria,Other infectious diseases,148.3614999,0.001378607,2.103720376
Bulgaria,Maternal and neonatal disorders,181.5264332,0.001687457,2.573988916
